species	p.val.FR-CRC	p.val.DE-CRC	p.val.CN-CRC	p.val.US-CRC	p.val.AT-CRC	p.val.all	p.adj.FR-CRC	p.adj.DE-CRC	p.adj.CN-CRC	p.adj.US-CRC	p.adj.AT-CRC	p.adj.all	fc.FR-CRC	fc.DE-CRC	fc.CN-CRC	fc.US-CRC	fc.AT-CRC	fc.all	auc.FR-CRC	auc.DE-CRC	auc.CN-CRC	auc.US-CRC	auc.AT-CRC	auc.all	ancom.FR-CRC	ancom.DE-CRC	ancom.CN-CRC	ancom.US-CRC	ancom.AT-CRC	ancom.all	ancom.all-blocked
unknown Coprococcus [meta_mOTU_v2_6257]	0.18967221564176331	0.003647595580930732	0.10110927959785625	0.1593093933675842	0.7453866399143563	2.9079962425702406e-4	0.5786377013419011	0.050756406005459824	0.389117530573568	0.4921549200622647	0.8842122318754828	0.003010840012124554	0	-0.06547674550300793	0	0	0	-0.013095349100601585	0.48360655737704916	0.43333333333333335	0.48148148148148145	0.4807692307692308	0.4946514837819186	0.47415007285089855	8	422	45	0	153	390	NA
unknown Clostridiales [meta_mOTU_v2_6259]	0.3664917417778259	0.006830248207167711	0.3947580828786682	0.9737735006676849	0.07200292599853454	0.0014007965480684614	0.6961054280440909	0.07531250172881822	0.6418633524735059	1	0.24635711870572977	0.010078612451780709	0.056625939866171406	0.2203358605327686	0	-0.0013754356106908214	0.16460227094196056	0.08803772714604195	0.5298484379832973	0.60625	0.5208016235413496	0.5012943786982249	0.5624568668046929	0.5442933462846041	13	460	46	0	13	396	NA
unknown Clostridiales [meta_mOTU_v2_6260]	0.26139564742341903	0.7387997897953672	NA	NA	0.082546705836436	0.7880046922506194	0.6346099700768904	0.8619330880945951	NA	NA	0.263996083163876	0.8837727658134424	-0.0396299612995469	-0.017445538534899066	0	0	0.11411001067242396	0.011406902167595599	0.4698422517785339	0.4897222222222222	0.5	0.5	0.556935817805383	0.4984337056823701	8	66	NA	NA	16	125	NA
unknown Clostridiales [meta_mOTU_v2_6261]	0.04599965576862424	0.09035435460850025	0.5057945526932781	0.6865784316020316	0.03283999224750649	7.959846142944205e-4	0.33975184348404924	0.32945972083219904	0.7150564919337252	0.8966098822105142	0.1544972362553146	0.006436104167009171	0.48402988349325754	0.3530673210478466	0.14434769279177936	0.08760171876858826	0.3969809015685345	0.29320550353400127	0.6043922053819981	0.5883333333333333	0.528158295281583	0.522189349112426	0.6155969634230504	0.5619718309859155	228	645	23	0	0	741	NA
unknown Dehalococcoidales [meta_mOTU_v2_6270]	0.2847093638454462	0.05147787813674541	0.7655667648724385	0.027486621899670424	0.17423476045293046	0.7578579102873145	0.6428126749133097	0.2456898729253758	0.8877561370800102	0.3396854169093598	0.39742804863643644	0.8624951284637131	0.11074656487054735	-0.33084730872802576	0	0.30201145872429824	-0.1866364193877965	-0.02094514090419533	0.5409836065573771	0.42055555555555557	0.4951801116184678	0.584689349112426	0.44271911663216007	0.48787639630888785	0	205	34	281	251	43	NA
unknown Clostridiales [meta_mOTU_v2_6272]	0.3960494090253999	0.9916179139749388	0.43669990636181666	0.9869177755524048	6.120428523863457e-4	0.19097007465389226	0.7202453615537511	1	0.6642022527898289	1	0.009859102389205525	0.3744424789403107	0.22834316396387166	0.039486303510029984	-0.11296111348861855	-0.02040659505981967	0.6601025485122163	0.15891286148753594	0.5460872254871636	0.49930555555555556	0.4611872146118721	0.5011094674556212	0.6884057971014493	0.5263598834385624	0	0	1	0	601	383	NA
unknown Clostridiales [meta_mOTU_v2_6275]	0.9134035418694961	0.19850915716148862	0.7635859779574787	0.9966353157924528	0.021233004169239244	0.733350130964201	0.9837083029867322	0.45936003310096535	0.8877561370800102	1	0.1134253384008393	0.8413706232278467	0.001127417003038357	-0.21214565901688914	0.009565333131232175	0.007121428924290411	0.33218446023741954	0.02757059605581827	0.4952056913083823	0.4475	0.4906139015728057	0.5003698224852071	0.6021394064872325	0.5003338999514327	0	49	28	0	115	105	NA
unknown Akkermansia [meta_mOTU_v2_6276]	0.7925554739732686	0.7432505385164159	0.7667731847776941	0.46917395207192186	0.261236814482139	0.6723741404412862	0.9556772699379208	0.8641999137249874	0.8877561370800102	0.7993333998262373	0.4787888168476485	0.798385517810702	0	0	0	-0.1746142798296554	0.0696649147120446	-0.020989873023522163	0.5064955150015465	0.5080555555555556	0.504185692541857	0.4704142011834319	0.5345065562456867	0.5037032540067995	10	47	40	0	29	73	NA
unknown Firmicutes [meta_mOTU_v2_6277]	0.8591202209214344	0.303654648178707	0.4430180325652889	0.043983831664781585	7.415268279124412e-4	0.8123787587118403	0.9750618868316143	0.5627895492143509	0.667759441667519	0.37936054810874115	0.010964003812705382	0.8957267092809771	0	-0.0059987373514502765	0	-0.34157107953284666	0.34025306019879825	-0.001463351337099736	0.49582431178472003	0.475	0.48642820903094874	0.4260355029585799	0.6307798481711525	0.4979480330257407	1	107	35	26	391	100	NA
unknown Clostridiales [meta_mOTU_v2_6281]	0.5535690396128784	0.6839914279864436	0.666374592759988	0.4204755085271712	0.4213903349171026	0.2607773960694997	0.8519952851859173	0.8302786120066656	0.835999305920361	0.7558037558864523	0.6332326629970253	0.4468373793705886	0	0	0	0.10083840004346939	0.050140306745305396	0.030195741357754956	0.5115991339313332	0.4911111111111111	0.5083713850837138	0.5310650887573964	0.5238095238095238	0.5110551238465274	6	97	36	0	31	117	NA
unknown Clostridium [meta_mOTU_v2_6285]	0.8832773069781941	0.7182119976808428	0.11730964895565046	0.11758287519870225	0.4485232849709877	0.25093439267003437	0.975833726312473	0.8485205035891813	0.4146593938900065	0.48223359634889756	0.6573049202760669	0.43746057366911534	0	-0.025128034281825678	-0.2209971328910172	-0.08431828320449357	0.008665218351641565	-0.06435564640513898	0.5032477575007733	0.4888888888888889	0.4542110603754439	0.45229289940828404	0.5270876466528641	0.48490772219524036	10	61	41	0	40	199	NA
unknown Lactobacillales [meta_mOTU_v2_6288]	0.9479288899879558	0.4192354331659043	0.7587850587259816	0.400334930842094	0.3674254032984163	0.861982563537562	0.9911818877920351	0.644122219085817	0.8877561370800102	0.7410849958394955	0.6203034529409722	0.9334940596115131	-0.016153195451527387	0.12005263173236212	-0.029619913050448237	0.08898713210575178	-0.11633480226557893	0.009386370614111869	0.49644293226105785	0.5386111111111112	0.5154743784880771	0.5451183431952663	0.4503105590062112	0.504874939290918	0	12	13	0	85	113	NA
unknown Prevotella [meta_mOTU_v2_6289]	0.48605924144575646	0.08240083552282343	NA	NA	0.08581053919557144	0.014169587178060494	0.816693018539608	0.3131977458786049	NA	NA	0.26511614348482515	0.06075747229380485	0	0	0	0	0	0	0.5106712032168265	0.525	0.5	0.5	0.5351966873706004	0.5123846527440505	9	76	NA	NA	43	177	NA
unknown Clostridium [meta_mOTU_v2_6292]	0.6391249721728618	0.01664271842028491	0.1202621076767604	0.10418154584992467	0.7436679491058698	0.007266042945799507	0.883650618340804	0.12944336549110483	0.4146593938900065	0.4669614183419706	0.8842122318754828	0.03586552593595222	0	-0.13505485492724398	0	0	-0.06454353454427322	-0.03991967789430344	0.4873182802350758	0.43388888888888894	0.46790969051243025	0.4624630177514793	0.48947550034506554	0.466039339485187	1	328	38	3	90	262	NA
unknown Prevotella [meta_mOTU_v2_6294]	0.3149143816919354	0.9778255322349663	0.10110927959785625	0.13038770134064653	0.40320141860749853	0.7022787388960374	0.655311793268696	1	0.389117530573568	0.4921549200622647	0.6203471800604198	0.8249206275628015	0.1028046689831645	0	0	-0.041669529013546376	0	0.012227027993923624	0.5385091246520259	0.49930555555555556	0.48148148148148145	0.46005917159763315	0.49206349206349204	0.49307916464303064	0	76	45	4	NA	106	NA
unknown Firmicutes [meta_mOTU_v2_6303]	0.32879272380440977	0.001303296938087064	0.3989759765983819	0.754061314819929	0.7783796305573419	0.004725871436132408	0.6734299177075749	0.02807101097418292	0.6418633524735059	0.9216498399584505	0.8976055597311993	0.02674843232850943	-0.08409354585553025	-0.1531342032236082	0	0	0	-0.047445549815827694	0.46953294154036496	0.40805555555555556	0.48833079654997463	0.4911242603550296	0.49534161490683226	0.46889266634288485	2	507	42	0	126	252	NA
Eggerthella sp. CAG:368 [meta_mOTU_v2_6312]	0.738420554782967	0.2593102001998382	0.2263412363837755	0.46385965337916246	0.10335993653986132	0.2550718790720625	0.9407410926973644	0.5418422093727961	0.5143305888755676	0.7984734615547711	0.29511043950001786	0.44105096808998184	0.032460542825827596	-0.1016245935265097	0	0.04856378450338923	0.18888549311251063	0.03365704538304355	0.5111351685740798	0.46111111111111114	0.5136986301369864	0.5288461538461539	0.5665976535541754	0.5094706168042739	0	89	69	0	2	101	NA
Brachyspira sp. CAG:484 [meta_mOTU_v2_6314]	0.23949741168938382	0.46642982501338737	NA	0.1593093933675842	0.7559656581906	0.47949520836390835	0.6257456345281434	0.6813931356717311	NA	0.4921549200622647	0.8847046669870433	0.6587239998397382	0	0	0	0	0	0	0.5205691308382308	0.5168055555555555	0.5	0.4807692307692308	0.5058661145617668	0.503861097620204	19	50	NA	0	99	147	NA
unknown Clostridiales [meta_mOTU_v2_6316]	0.18648774381249827	0.6000900352428142	0.04704000137638892	0.1328856750967873	0.004340294090595122	0.6010571452508564	0.5786377013419011	0.7720485866239405	0.3166628553928066	0.4921549200622647	0.039714672914785774	0.7526512040088158	-0.2175689344203191	0.04855360438070947	-0.1957562248998815	-0.16090836593208133	0.31378008566972765	-0.04237996704036896	0.44942777605938755	0.5145833333333333	0.43873668188736686	0.44101331360946744	0.6105935127674258	0.4875667799902866	1	44	35	0	262	101	NA
unknown Firmicutes [meta_mOTU_v2_6331]	0.8017438424432073	0.6748445365864284	0.04898498326323745	0.34369538493512297	0.006381575621289271	0.10201900142645415	0.9556772699379208	0.8257540566257291	0.3166628553928066	0.6808128677662244	0.05080715975411074	0.2496084501759642	0.034415103928776884	0.016232097889887828	0.17426255253035558	-0.11246607115413765	0.4103365011734333	0.10455603687366319	0.5098979276214043	0.48277777777777775	0.5636732623033993	0.461353550295858	0.6273291925465838	0.5228630403108304	0	2	74	0	306	16	NA
Roseburia sp. CAG:182 [meta_mOTU_v2_6334]	0.7530375319650098	0.07857684675828894	0.3745619827685823	0.1958940011570378	0.3513368737109047	0.3662840886764402	0.9506110973231457	0.3131977458786049	0.6418633524735059	0.5406674431934243	0.6027993875008468	0.5643832872709578	0.04046558665689638	-0.1563472120593327	0	0.15160400605416335	-0.09994227504193377	-0.012843978878041345	0.5092793071450665	0.4448611111111111	0.4793252156265855	0.5517751479289941	0.46307798481711526	0.48396673142302093	14	207	33	44	93	118	NA
unknown Dehalococcoidales [meta_mOTU_v2_6336]	0.05804465054099896	0.4986763446613653	NA	0.10810092170634339	0.011616687483091321	0.9620637610141733	0.36920559643401757	0.7148261595828445	NA	0.4686259851981798	0.07514544715624698	0.9829026872455273	0.04027119811085696	-0.12740240145396578	0	0.2193407753465428	-0.10179490000822496	0.0060829343990418065	0.5484070522734302	0.4744444444444444	0.5	0.5630547337278107	0.4227053140096618	0.49751092763477417	19	39	NA	4	507	51	NA
unknown Clostridium [meta_mOTU_v2_6338]	0.36043561823378967	0.15903968704314683	NA	0.3267065548685848	0.04185443228118037	0.8620251386754137	0.6934467501402432	0.4253080550822393	NA	0.6681890605510854	0.17417041595122507	0.9334940596115131	0	0	0	0	0	0	0.4918032786885246	0.48333333333333334	0.5	0.49038461538461536	0.5326086956521738	0.49839728023312285	NA	168	NA	NA	73	159	NA
Merdibacter massiliensis [meta_mOTU_v2_6340]	0.4802827252712129	0.8984541350468743	0.34673707798765036	0.9371158640276088	0.0030544257718994653	0.021349499976925257	0.8156432856138983	0.9826842102075188	0.6336058835170013	1	0.031144799092697992	0.08128128018120871	0.08264914363370503	-0.015768051632877193	0.06365188692716638	-0.011083484777272801	0.35291431432639253	0.09447276169542279	0.5261367151252706	0.5059722222222223	0.5258751902587518	0.4968565088757396	0.6342305037957212	0.5315626517727052	10	3	39	0	350	151	NA
unknown Clostridiales [meta_mOTU_v2_6348]	0.5451276526418196	0.6420470038977094	0.5204948017155723	0.788196854498121	0.40630688862953324	0.254268138216049	0.8515723256482599	0.8083763064509812	0.7278419687981316	0.9306635611313554	0.6203471800604198	0.44105096808998184	0.15111205753666515	0.1327069520387584	0.1298474616581577	-0.08578124835368182	0.16976540214999994	0.09953012500597987	0.5323229198886483	0.5245833333333334	0.5294266869609335	0.48465236686390534	0.5452035886818496	0.5152197668771249	0	3	17	0	0	85	NA
unknown Clostridium [meta_mOTU_v2_6349]	0.48605924144575646	0.13073165309206614	0.8475720891210178	0.006593485879252152	0.9654493020797102	0.04400887259483262	0.816693018539608	0.4010254374488415	0.9209878989223828	0.25997172895337056	0.9828674014506722	0.14370589551158805	0	-0.0055514600721912775	0	-0.056461218253286	0	-0.012402535665095455	0.5106712032168265	0.4652777777777778	0.4977168949771689	0.4326923076923077	0.49879227053140096	0.4809009227780476	7	171	47	107	132	250	NA
unknown Clostridium [meta_mOTU_v2_6363]	0.9077776001876497	0.9076964821757578	0.738626233013594	0.09696200399226264	0.46375223689806866	0.705032329600455	0.9837083029867322	0.9875200354003617	0.8863514796163128	0.45870172570216783	0.6689666413790956	0.8264238063740439	0	-0.004470784101551792	0	-0.0548044828936724	0.022765730014685265	-0.007301907396107786	0.5021651716671822	0.4966666666666667	0.5046930492135971	0.45377218934911245	0.5198412698412699	0.4948761534725595	1	55	62	4	77	134	NA
unknown Clostridiales [meta_mOTU_v2_6371]	0.12133997814135787	0.39998537695209974	0.5255344956518031	0.5640484179641548	0.04106715741498343	0.015327897579443528	0.5053557335803132	0.6311159599825423	0.7281041557939527	0.8450785763890105	0.17417041595122507	0.06347992704852466	0.29241222955045376	0.101815635794914	0.0804456435850517	0.08501088782737044	0.3226722346094877	0.17647132627345552	0.5638725641818744	0.5386111111111112	0.5263825469304921	0.5247781065088758	0.5954106280193237	0.5496357455075279	10	0	16	0	0	117	NA
unknown Bacteroidales [meta_mOTU_v2_6375]	0.8164542871469921	0.9889116954259901	0.2263412363837755	1	0.22982032120192036	0.8281991593987449	0.9623535033628655	1	0.5143305888755676	1	0.455242167356914	0.907278821070367	0	0	0	0	0	0	0.49458707083204456	0.5004166666666666	0.5136986301369864	0.5001849112426036	0.48412698412698413	0.4986401165614376	2	59	58	0	195	137	NA
uncultured Clostridium sp. [meta_mOTU_v2_6381]	0.7768720339383403	0.2149634652528506	0.6644880301276995	0.00964796019950514	0.8238382749937228	0.03538838997448726	0.952790858196456	0.48410002898765286	0.835999305920361	0.285303965899652	0.918528546593321	0.12248517495094419	-0.051522719541221534	-0.16401782788639052	-0.07164786232343291	-0.43816887133893184	0.02423255938866815	-0.14022494434026173	0.48530776368697803	0.4391666666666667	0.48021308980213084	0.363905325443787	0.510351966873706	0.45808644973288	0	6	24	393	42	127	NA
unknown Prevotella [meta_mOTU_v2_6387]	0.8349088193806138	0.7319155133018398	0.473225591799506	NA	0.7847669232335942	0.8275490882896472	0.9720503371780095	0.8560454403507267	0.6947936434512979	NA	0.8987372232882656	0.907278821070367	0	-0.014800816942235132	0	0	0	-0.0029601633884470263	0.5057222394061243	0.48944444444444446	0.5114155251141552	0.5	0.505175983436853	0.5020641087906751	1	69	50	NA	122	123	NA
Coprobacillus sp. CAG:826 [meta_mOTU_v2_6390]	0.03455797998085371	0.17007629621064738	NA	1	0.8430938350373477	0.04396745123530959	0.299267726059574	0.42902128773856996	NA	1	0.918528546593321	0.14370589551158805	0	0	0	0	0	0	0.45901639344262296	0.4747222222222222	0.5	0.4998150887573965	0.5027605244996549	0.48618868382710057	72	158	NA	0	131	206	NA
Sutterella sp. CAG:521 [meta_mOTU_v2_6395]	0.8142820842106515	0.5801961316496812	0.9431939399050696	0.0434317101015428	0.40320141860749853	0.5239645582269536	0.9623535033628655	0.7567775630213233	0.9725490963567837	0.37854164172713095	0.6203471800604198	0.6968448812219648	0	0	0	0	0	0	0.5051036189297866	0.5080555555555556	0.49822425164890916	0.46153846153846156	0.49206349206349204	0.4952525497814473	1	73	29	6	NA	134	NA
unknown Prevotella [meta_mOTU_v2_6399]	0.4659794418517109	0.9959778269403582	0.644128869141301	0.3267065548685848	0.38061338346195267	0.6872988125985366	0.8040055123752882	1	0.823506314641499	0.6681890605510854	0.6203471800604198	0.812697342473757	-0.0642136803833776	-0.002233602987002298	-0.049806432468765094	0	0	-0.023250743167828998	0.4758738014228271	0.5002777777777777	0.48680872653475393	0.5096153846153846	0.5141476880607315	0.4978994657600777	2	53	30	NA	111	80	NA
Dialister invisus [meta_mOTU_v2_6402]	0.982305129375493	0.15949052065583974	0.7655667648724385	1	2.7305522300644737e-7	6.539219333756563e-5	0.9995987372429472	0.4253080550822393	0.8877561370800102	1	4.521794492986768e-5	9.101306908785773e-4	0	0.11420919151026503	0	0	0.702500270278403	0.1633418923577336	0.4992267244045778	0.5463888888888888	0.4951801116184678	0.4998150887573965	0.7192891649413389	0.5420410393394852	0	22	35	0	666	186	NA
Mycoplasma sp. CAG:472 [meta_mOTU_v2_6403]	0.6832475430158932	0.17484510705691636	0.4859984956123392	0.0036198100355287204	3.623321811974611e-4	0.61990184909189	0.901715409434768	0.4349543798978917	0.701384192531444	0.2203891318170591	0.007317342586134093	0.7649660899404281	-0.06770046682699395	0	0	-0.24963989522669044	0.4605680620406681	0.02864553999739674	0.48376121249613363	0.475	0.5144596651445966	0.4016272189349112	0.6407867494824017	0.49772948033025743	0	148	30	354	460	99	NA
unknown Clostridiales [meta_mOTU_v2_6407]	0.9110907410486085	6.759977726118187e-4	0.5619981416662483	0.6349100293278915	0.06710131178364549	0.011065434055165847	0.9837083029867322	0.01910446779394342	0.7633557646161876	0.8818574974564664	0.2324681429157258	0.04984956925793002	-0.03314916752806165	-0.7059243212005666	-0.3903905303239895	-0.09780920453927591	-0.6539700618557361	-0.376248657089526	0.49458707083204456	0.3477777777777778	0.47463216641298833	0.5236686390532544	0.4007936507936508	0.4402622632345799	0	695	7	0	572	740	NA
Firmicutes bacterium ADurb.Bin467 [meta_mOTU_v2_6414]	0.8259074302154039	0.22591580721627116	0.44403671302432707	0.0036703815337806468	0.5407412606765167	0.08190321634733515	0.9658528558907918	0.5020351271472693	0.667759441667519	0.2203891318170591	0.7419176473168645	0.21798066043538414	0.005630773947970076	-0.18450770101719058	-0.08268544710147246	-0.3464211208871349	0.09624443550203085	-0.10234781191115941	0.4896381070213424	0.4408333333333333	0.47361745306950787	0.35835798816568043	0.5307108350586611	0.4565687226809131	2	8	26	384	2	142	NA
unknown Prevotella [meta_mOTU_v2_6415]	0.39230199820088785	0.42422626428473675	0.2263412363837755	NA	0.9662488705082695	0.7295721636146286	0.7172940554842064	0.6479092036348707	0.5143305888755676	NA	0.9828674014506722	0.8405765437026238	0	0	0	0	0	0	0.48499845344880915	0.5161111111111111	0.5136986301369864	0.5	0.4989648033126294	0.5021733851384167	3	52	61	NA	99	137	NA
unknown Clostridiales [meta_mOTU_v2_6416]	0.4478069558748625	0.19046803172453944	0.4783132637251215	0.49758134948566196	0.24282182576962705	0.45787707758258617	0.7841695750124359	0.4481600746459752	0.6976071229872008	0.8207118672791397	0.4630876977648991	0.6372748178157633	0.10761717629202726	-0.11425388847041296	0	-0.11064013587599711	-0.11845756257354413	-0.04714688212558539	0.533250850603155	0.45583333333333337	0.5147133434804667	0.47226331360946744	0.4554865424430642	0.4824065080135988	0	103	46	0	156	149	NA
unknown Clostridiales [meta_mOTU_v2_6419]	0.035542485280234445	0.16664513438004727	0.9069450830002773	0.7426746947197903	5.107291429521706e-4	0.008914375476071656	0.299267726059574	0.42805128063371284	0.9532305562016707	0.9164450778360453	0.008810077715924944	0.042867228857341955	0.2387920189003896	-0.13272378741094734	-0.020193434847631586	0.032840725816034665	0.5860182226011681	0.14094674901180268	0.6145994432415712	0.4266666666666667	0.4939117199391172	0.5188609467455622	0.6953071083505865	0.5448640116561437	58	0	7	0	677	544	NA
unknown Prevotella [meta_mOTU_v2_6430]	0.9402579313790036	0.3276239161497828	NA	0.6674320675318322	0.38061338346195267	0.21474076204718417	0.9859242568133512	0.5627895492143509	NA	0.8927847365369257	0.6203471800604198	0.4035170991288477	0	0	0	0	0	0	0.5010825858335911	0.51625	0.5	0.5092455621301775	0.5141476880607315	0.5071454589606605	1	88	NA	0	93	151	NA
unknown Eggerthellaceae [meta_mOTU_v2_6437]	0.5429010802777109	0.04370653627298977	0.8298991092274781	0.3267065548685848	0.40320141860749853	0.35785778380884947	0.8496704639290569	0.22386274676409393	0.9196666782175446	0.6681890605510854	0.6203471800604198	0.5554319167343934	0	0	0	0	0	0	0.511908444169502	0.5333333333333333	0.49746321664129883	0.49038461538461536	0.49206349206349204	0.5053666828557553	10	96	39	NA	NA	151	NA
unknown Oscillibacter [meta_mOTU_v2_6438]	0.011880791665416912	0.0712883554187711	0.11718868965573544	0.9294336692910186	0.014649297051654395	1.8701282661992558e-4	0.2082216648055016	0.3039706525470443	0.4146593938900065	1	0.08984902191681363	0.0021007349750081666	0.24666459980901473	0.24791996728149512	0.06488120565817113	-0.01881917212002146	0.29716986935489087	0.16756329399671008	0.5944942777605938	0.5841666666666666	0.5429984779299848	0.49593195266272194	0.6055900621118012	0.5609640602234094	319	303	71	0	122	616	NA
unknown Faecalibacterium [meta_mOTU_v2_6452]	0.03934808194932456	7.677814874434676e-4	0.045421255943771756	0.1212713385860417	0.6938144501262994	3.752393656190462e-5	0.3205491702009293	0.02080440159524235	0.31181078404643314	0.4921549200622647	0.8587120548648369	6.010909837935287e-4	-0.5589647430149839	-0.8581390367912219	-0.5364549592103055	-0.5005417266646338	-0.10353912385462795	-0.5115279179071546	0.39220538199814414	0.3244444444444444	0.40918315575849823	0.4130917159763313	0.478088336783989	0.39666100048567265	537	707	454	0	0	817	NA
unknown Prevotella [meta_mOTU_v2_6456]	0.4077548972216324	0.32544340964831414	0.2514790234630304	NA	0.40320141860749853	0.5669549681482038	0.7320461054597324	0.5627895492143509	0.5143305888755676	NA	0.6203471800604198	0.7304169468252276	0.041882947421839116	0	0	0	0	0.008376589484367824	0.5222703371481596	0.5083333333333333	0.49074074074074076	0.5	0.49206349206349204	0.5019062651772705	0	NA	NA	NA	NA	125	NA
unknown Atopobiaceae [meta_mOTU_v2_6458]	0.2267438172911557	0.11564137669935574	0.568970241110669	0.24603797646523862	0.1875773663687414	0.009128163536243239	0.6209822664566295	0.37944826729476105	0.7659988051701939	0.6163516938056667	0.4088818611379412	0.04305450467928061	0.12349288069068229	0.14568573240890006	0.07651693948053442	0	0.10978710294994878	0.09109653110601311	0.539901020723786	0.5552777777777779	0.5162354134956875	0.5288461538461539	0.5491718426501035	0.5353691112190383	0	16	34	0	14	158	NA
unknown Clostridiales [meta_mOTU_v2_6465]	0.29131873752345616	0.08240083552282343	NA	0.1593093933675842	0.13809397944125262	0.4066516094220929	0.6428126749133097	0.3131977458786049	NA	0.4921549200622647	0.3413188506786782	0.5973135231822783	0	0	0	0	0	0	0.5094339622641509	0.475	0.5	0.5192307692307693	0.47619047619047616	0.49493686255463815	NA	190	NA	4	241	132	NA
Clostridium sp. CAG:609 [meta_mOTU_v2_6466]	0.2397988813111871	0.32544340964831414	0.43637109119192524	0.6916224366532453	0.052628920315250474	0.20429192515167688	0.6257456345281434	0.5627895492143509	0.6642022527898289	0.8966098822105142	0.20458566207055115	0.39063928931030106	0.046246963702308026	0	0	0	0	0.009249392740461606	0.5329415403649861	0.49166666666666664	0.48186199898528664	0.49001479289940825	0.4603174603174603	0.49169499757163676	0	NA	34	0	314	141	NA
Holdemanella biformis [meta_mOTU_v2_6468]	0.9204018255976872	0.3276239161497828	NA	0.31027494655717786	NA	0.9524187198806369	0.9837083029867322	0.5627895492143509	NA	0.6681890605510854	NA	0.9777409385956793	0	0	0	0	0	0	0.5013918960717599	0.48374999999999996	0.5	0.5194156804733727	0.5	0.5002610490529383	6	125	NA	4	NA	172	NA
unknown Clostridiales [meta_mOTU_v2_6475]	0.01734767546657254	0.6065485601239047	0.1800655459791415	0.04795643231852869	0.1367905575918826	0.1201953410639851	0.2355926248847432	0.7766780343049999	0.5123591469432541	0.3867230863110441	0.3413188506786782	0.27729849066120477	0.5266750537386039	0.08107947674717686	0.05946392177929555	-0.4742937288890553	0.11433858362291298	0.0614526613997868	0.6170739251469224	0.5211111111111111	0.5355149670218163	0.4108727810650888	0.5472739820565907	0.5232880038853813	581	13	49	129	26	26	NA
Clostridium sp. CAG:1219 [meta_mOTU_v2_6476]	0.9219161516256673	0.31935274453768003	NA	0.5827776172924215	0.8225010375991276	0.5038290200353732	0.9837083029867322	0.5627895492143509	NA	0.8450785763890105	0.918528546593321	0.680049027042976	0	0	0	0	0	0	0.5018558614290133	0.4834722222222222	0.5	0.4907544378698225	0.5031055900621118	0.4950582807187956	2	120	NA	0	114	152	NA
unknown Ruminococcaceae [meta_mOTU_v2_6478]	0.10479926548196021	6.305006890334767e-4	0.024691430034223055	0.23586625137480746	0.6636558303267475	0.0012020238987486935	0.48866501452700867	0.01910446779394342	0.21140303018065132	0.6051830156566912	0.8475819196821845	0.009031135310067618	-0.2905978221268124	-0.6512963730379002	-0.5472442610590709	-0.23101988628310138	0.286953312292265	-0.286641006042924	0.41200123724095267	0.3194444444444445	0.38787417554540843	0.4378698224852071	0.5244996549344375	0.41487372510927634	0	35	523	0	0	636	NA
unknown Clostridiales [meta_mOTU_v2_6484]	0.5166509864246143	0.7518699616620205	0.15254400516212763	0.21004872109596148	0.8397913679775064	0.23423853002563003	0.8309353957336596	0.8687355815627198	0.4540567653653955	0.5612980060118768	0.918528546593321	0.4195538227674259	0.09124578495947497	-0.05207025043114372	-0.056569560554824795	-0.1807199657854633	0	-0.03962279836239137	0.5196412001237241	0.49083333333333334	0.46676813800101474	0.4463757396449704	0.4941338854382333	0.48405779504613894	10	59	31	0	104	107	NA
unknown Porphyromonas [meta_mOTU_v2_6490]	0.12427101755606812	0.0012176646876906414	0.1356309052785804	0.003972578557509979	0.007877376582285888	4.712636392234515e-8	0.5053557335803132	0.02807101097418292	0.4253117276636966	0.2203891318170591	0.05871498660417327	1.481862332224853e-6	0	0.14315864655526256	0	0.15202939043278718	0.02422834043096945	0.06388327548380383	0.5298484379832973	0.5924999999999999	0.5205479452054794	0.5876479289940828	0.5543478260869564	0.5550631374453618	18	408	67	459	108	606	NA
unknown Clostridiales [meta_mOTU_v2_6495]	0.46458675593798415	0.5025512364113021	0.759665217733461	0.07828326572383487	0.8129333249389767	0.18526937001419305	0.8032485595478083	0.7172734142840176	0.8877561370800102	0.43463559928627665	0.918528546593321	0.3701028120989409	-0.12279054958517932	-0.15076518356614513	0.05160557438846697	-0.1979826565331908	-0.07935681053268585	-0.09985792516574683	0.4682957005876895	0.47194444444444444	0.5084982242516489	0.4323224852071006	0.49102829537612147	0.4726930548810102	0	28	23	0	89	94	NA
unknown Bacteroidales [meta_mOTU_v2_6502]	0.29131873752345616	0.5669797564757733	0.3985878333754907	NA	0.4799861688126644	0.8222954645785111	0.6428126749133097	0.7535806889867872	0.6418633524735059	NA	0.6852216340980796	0.904311981123259	0	0	0	0	0	0	0.5094339622641509	0.49166666666666664	0.5068493150684932	0.5	0.4868875086266391	0.4984579893152015	NA	114	NA	NA	144	149	NA
unknown Clostridiales [meta_mOTU_v2_6503]	0.22862767529875905	0.36642574235637565	0.6282503207809392	0.030932834472816768	0.7816106383649695	0.5629601824258533	0.6209822664566295	0.602343686065275	0.8141611299916254	0.34904102937392395	0.8976055597311993	0.7285871873163864	-0.059773668436626064	0.07824593757563152	0	-0.2178615487400533	0.008590556305066097	-0.03815974465919635	0.4582431178472008	0.5395833333333333	0.5093860984271943	0.4016272189349112	0.5106970324361628	0.48511413307430784	7	35	56	13	57	137	NA
