GuptaA_2019	HanniganGD_2017	ThomasAM_2018a	ThomasAM_2018b	ThomasAM_2019_c	YachidaS_2019	all
Campylobacter rectus	0	0	0	0	0	0	0
Clostridium sp. CAG:678	0	0	0	0	0	0	0
Leuconostoc citreum	0	0	0	0	0	0	0
Streptococcus sp. oral taxon 058	0	0	0	0	0	0	0
Streptococcus sp. NLAE-zl-C503	0	0	0	0	0	0	0
Candidatus Methanomassiliicoccus intestinalis	0	0	0	0	0	0	0
Anaerofilum sp. An201	0	0	0	0	0	0	0
Lachnospiraceae bacterium oral taxon 096	0	0	0	0	-0.0117130945628972	0	-0.00195218242714954
Streptococcus sp. HMSC067H01	0	0	0	0	0	0	0
Lactococcus piscium	0	0	0	0	0	0	0
Anaerococcus lactolyticus	0	0	0	0	0	0	0
Peptoniphilus harei	0	0	0	0	0	0	0
Anaerostipes caccae	0	0	0	-0.046579173340034	-0.00900869951201338	0	-0.00926464547534123
Lactobacillus ultunensis	0	0	0	0	0	0	0
Staphylococcus xylosus	0	0	0	0	0	0	0
Pediococcus acidilactici	0	0	0	0	0	0	0
Pseudomonas lundensis	0	0	0	0	0	0	0
Clostridium sp. D5	0	0	0	0	0	0	0
Dellaglioa algida	0	0	0	0	0	0	0
Brachyspira sp. CAG:700	0	0	0	0	0.300655812825564	-0.169760372929496	0.0218159066493446
Stenotrophomonas maltophilia	0	0	0	0	0	0	0
Aggregatibacter sp. oral taxon 458	0	0	0	0	0	0	0
Haemophilus haemolyticus	0	0	0	0	0.124926198383739	0	0.0208210330639566
Lachnoanaerobaculum saburreum	0	0	0	0	0	0	0
Streptococcus pseudopneumoniae	0	0	0	0	0	0	0
Paraclostridium bifermentans	0	0	0	0	0	0	0
Streptococcus sp. HMSC071D03	0	0	0	0	0	0	0
Prevotella pallens	0	0	0	0	0	0	0
Megasphaera stantonii	0	0	0	0	0	0	0
Streptococcus sp. M334	0	0	0	0	0	0	0
Helicobacter cinaedi	0	0	0	0	0	0	0
Fusobacterium sp. oral taxon 370	0	0	0	0	0	0	0
Aeromonas dhakensis	0	0	0	0	0	0	0
Selenomonas sp. oral taxon 920	0	0	0	0	0	0	0
Erysipelothrix larvae	0	0	0	0	0	0	0
Moraxella catarrhalis	0	0	0	0	0	0	0
Gemmiger sp. An87	0	0	0	0	-0.0105843561732565	0	-0.00176405936220942
Aeromonas allosaccharophila	0	0	0	0	0	0	0
Porphyromonas gingivalis	0	0	0	0	0	0	0
Bacteroides heparinolyticus	0	0	0	0	0	0	0
Prevotella jejuni	0	0	0	0	0	0	0
Prevotella salivae	0	0	0	0	0	0	0
Kluyvera cryocrescens	0	0	0	0	0	0	0
Terrisporobacter othiniensis	0	0	0	0	0	0	0
Leptotrichia wadei	0	0	0	0	0	0	0
Citrobacter sp. MGH106	0	0	0	0	0	0	0
Serratia liquefaciens	0	0	0	0	0	0	0
Prevotella oulorum	0	0	0	0	0	0	0
Selenomonas flueggei	0	0	0	0	0	0	0
Eikenella halliae	0	0	0	0	0	0	0
Leptotrichia hofstadii	0	0	0	0	0	0	0
Kluyvera ascorbata	0	0	0	0	0	0	0
Klebsiella grimontii	0	0	0	0	0	0	0
Aliarcobacter butzleri	0	0	0	0	0	0	0
Bacteroides stercorirosoris	0	0	0	0	0	0	0
Bacteroides oleiciplenus	0	0	0	0	0	0	0
Cronobacter sakazakii	0	0	0	0	0	0	0
Lactobacillus iners	0	0	0	0	0	0	0
Sneathia vaginalis	0	0	0	0	0	0	0
Streptococcus downei	0	0	0	0	0	0	0
Treponema vincentii	0	0	0	0	0	0	0
Treponema socranskii	0	0	0	0	0	0	0
Leptotrichia sp. oral taxon 212	0	0	0	0	0	0	0
Veillonella denticariosi	0	0	0	0	0	0	0
Serratia marcescens	0	0	0	0	0	0	0
Eggerthia catenaformis	0	0	0	0	0	0	0
Synergistes jonesii	0	0	0	0	0	0	0
Bacteroidales bacterium KA00251	0	0	0	0	0	0	0
Clostridium neonatale	0	0	0	0	0	0	0
Enterococcus asini	0	0	0	0	0	0	0
Dysgonomonas sp. 37-18	0	0	0	0	0	0	0
Dysgonomonas gadei	0	0	0	0	0	0	0
Enterococcus canis	0	0	0	0	0	0	0
Clostridium sp. 7_2_43FAA	0	0	0	0	0	0	0
Enterococcus dispar	0	0	0	0	0	0	0
Lautropia mirabilis	0	0	0	0	0	0	0
Tyzzerella sp. An114	0	0	0	0	0	0	0
Phocaeicola sartorii	0	0	0	0	0	0	0
Prevotella amnii	0	0	0	0	0	0	0
Streptococcus sp. oral taxon 056	0	0	0	0	0	0	0
Cardiobacterium valvarum	0	0	0	0	0	0	0
Clostridium butyricum	0	0	0	0	0	0	0
Stenotrophomonas rhizophila	0	0	0	0	0	0	0
Kosakonia cowanii	0	0	0	0	0	0	0
Meiothermus silvanus	0	0	0	0	0	0	0
Thermus scotoductus	0	0	0	0	0	0	0
Streptococcus pneumoniae	0	0	0	0	0	0	0
Schaalia georgiae	0	0	0	0	0	0	0
Oribacterium asaccharolyticum	0	0	0	0	0	0	0
Schaalia meyeri	0	0	0	0	0	0	0
Enterococcus raffinosus	0	0	0	0	0	0	0
[Butyribacterium] methylotrophicum	0	0	0	0	0	0	0
Clostridium sp. chh4-2	0	0	0	0	0	0	0
Selenomonas sp. oral taxon 126	0	0	0	0	0	0	0
Paeniclostridium sordellii	0	0	0	0	0	0	0
Criibacterium bergeronii	0	0	0	0	0	0	0
Campylobacter hominis	0	0	0	0	0	0	0
Streptococcus sp. SK643	0	0	0	0	0	0	0
Eubacterium sp. An11	0	0	0	0	0	0	0
Neisseria perflava	0	0	0	0	0	0	0
Peptacetobacter hiranonis	0	0	0	0	0	0	0
Photobacterium damselae	0	0	0	0	0	0	0
Neisseria polysaccharea	0	0	0	0	0	0	0
Arachnia propionica	0	0	0	0	0	0	0
Bacteroides sp. OM05-12	0	0	0	0	0	0	0
Murimonas intestini	0	0	0	0	0	0	0
Lachnoclostridium sp. An298	0	0	0	0	0	0	0
Gemmiger sp. An50	0	0	0	0	0	0	0
Gemmiger sp. An194	0	0	0	0	0	0	0
Kingella oralis	0	0	0	0	0	0	0
Lachnoanaerobaculum umeaense	0	0	0	0	0	0	0
Lactobacillus kalixensis	0	0	0	0	0	0	0
Dolosigranulum pigrum	0	0	0	0	0	0	0
Corynebacterium accolens	0	0	0	0	0	0	0
Ezakiella coagulans	0	0	0	0	0	0	0
Edwardsiella tarda	0	0	0	0	0	0	0
Helicobacter pylori	0	0	0	0	0	0	0
Parvimonas sp. oral taxon 393	0	0	0	0	0	0	0
Centipeda periodontii	0	0	0	0	0	0	0
Haemophilus paraphrohaemolyticus	0	0	0	0	0	0	0
Prevotella multiformis	0	0	0	0	0	0	0
Treponema medium	0	0	0	0	0	0	0
Methanobrevibacter arboriphilus	0	0	0	0	0	0	0
Megasphaera cerevisiae	0	0	0	0	0	0	0
Flavonifractor sp. An82	0	0	0	0	0	0	0
Megasphaera hexanoica	0	0	0	0	0	0	0
Clostridioides difficile	0	0	0	0	0	0	0
Escherichia sp. ESNIH1	0	0	0	0	0	0	0
Cellulosilyticum lentocellum	0	0	0	0	0	0	0
Bifidobacterium moukalabense	0	0	0	0	0	0	0
Campylobacter upsaliensis	0	0	0	0	0	0	0
Veillonellaceae bacterium DNF00626	0	0	0	0	0	0	0
Aerococcus christensenii	0	0	0	0	0	0	0
Helicobacter equorum	0	0	0	0	0	0	0
Streptococcus macedonicus	0	0	0	0	0	0	0
Atlantibacter hermannii	0	0	0	0	0	0	0
Varibaculum cambriense	0	0	0	0	0	0	0
Mitsuokella sp. oral taxon 131	0	0	0	0	0	0	0
Prevotella scopos	0	0	0	0	0	0	0
Neisseria sp. oral taxon 014	0	0	0	0	0	0	0
Shewanella algae	0	0	0	0	0	0	0
Raoultella terrigena	0	0	0	0	0	0	0
Lelliottia jeotgali	0	0	0	0	0	0	0
Corynebacterium simulans	0	0	0	0	0	0	0
Corynebacterium matruchotii	0	0	0	0	0	0	0
Haemophilus quentini	0	0	0	0	0	0	0
Neisseria elongata	0	0	0	0	0	0	0
Lactobacillus equicursoris	0	0	0	0	0	0	0
Helicobacter pullorum	0	0	0	0	0	0	0
Clostridium sp. SY8519	0	0	0	0	0	0	0
Ralstonia pickettii	0	0	0	0	0	0	0
Providencia alcalifaciens	0	0	0	0	0	0	0
Peptoniphilus sp. HMSC062D09	0	0	0	0	0	0	0
Prevotella colorans	0	0	0	0	0	0	0
Acinetobacter johnsonii	0	0	0	0	0	0	0
Campylobacter curvus	0	0	0	0	0	0	0
Kluyvera intermedia	0	0	0	0	0	0	0
Bifidobacterium merycicum	0	0	0	0	0	0	0
Phytobacter ursingii	0	0	0	0	0	0	0
Phytobacter palmae	0	0	0	0	0	0	0
[Kluyvera] intestini	0	0	0	0	0	0	0
Kosakonia sacchari	0	0	0	0	0	0	0
Methanosphaera sp. SHI1033	0	0	0	0	0	0	0
Enterobacter soli	0	0	0	0	0	0	0
Hungatella effluvii	0	0	0	0	0	0	0
