species	fc	auroc	p.val	p.adj	ancom.w
unknown Clostridiales [meta_mOTU_v2_6073]	0.0512355484144304	0.5161425449247208	0.34690250147876256	0.5413974701387305	176
unknown Bacteria [meta_mOTU_v2_6079]	0.016206476801858622	0.5015237979601749	0.8009440521478703	0.8915546205986108	115
unknown Clostridiales [meta_mOTU_v2_6080]	-0.008535327389769552	0.49187712481787277	0.5760812378023358	0.7379414172808602	140
unknown Bacteria [meta_mOTU_v2_6087]	-0.0265867787607112	0.4928970373967946	0.9290484249028317	0.9670981712711729	125
unknown Clostridiales [meta_mOTU_v2_6088]	-0.3060964128902233	0.4143698397280233	0.0013998490698852728	0.010078612451780709	636
Verrucomicrobia bacterium CAG:312_58_20 [meta_mOTU_v2_6090]	0.058577192929705375	0.5117593491986401	0.21257554052051497	0.4010591864487049	112
unknown Firmicutes [meta_mOTU_v2_6091]	0.37610821906950065	0.581526226323458	6.100598241758348e-4	0.0052317251588412505	460
unknown Clostridium [meta_mOTU_v2_6098]	-0.0011499797278252794	0.4831471588149587	0.036685914178073306	0.12609854711410623	167
unknown Clostridiales [meta_mOTU_v2_6105]	0.39348432856454	0.6545471102476931	1.6217915899119362e-11	1.376901059835234e-9	773
unknown Clostridiales [meta_mOTU_v2_6107]	-0.19730407496508487	0.44419621175327834	0.0066436564180191735	0.03439307499328218	486
unknown Pseudoflavonifractor [meta_mOTU_v2_6108]	0.11884795599439703	0.5238343856240893	0.09291284985967185	0.2361766752421	185
unknown Clostridium [meta_mOTU_v2_6117]	-0.29121643676972653	0.4421928120446819	0.004945921775011115	0.02744501690839501	607
Clostridium sp. CAG:533 [meta_mOTU_v2_6119]	-0.01585200146649247	0.4846284604176785	0.05088642877333032	0.15653107981361392	164
unknown Clostridiales [meta_mOTU_v2_6128]	-0.032339916724607114	0.478903593977659	0.05220279678543101	0.15828633739582473	292
Clostridium sp. CAG:964 [meta_mOTU_v2_6131]	-0.011755835456010267	0.49330378824672166	0.415262498752246	0.5995881997290083	132
unknown Clostridiales [meta_mOTU_v2_6134]	-0.2965031386169787	0.4278897523069451	9.980846420490411e-5	0.0012838997895449028	713
unknown Clostridiales [meta_mOTU_v2_6144]	0.003162142433942923	0.5113950947061681	0.25226928101927837	0.4388865155437855	150
unknown Clostridium [meta_mOTU_v2_6147]	0	0.5106726566294317	0.22460090628681328	0.41363594238070384	161
unknown Ruminococcus [meta_mOTU_v2_6152]	0.06214732796128563	0.521460660514813	0.055138241658691856	0.16578498536544606	111
Alistipes sp. An31A [meta_mOTU_v2_6154]	-0.02992615310419859	0.4784725594949004	0.060003553632974875	0.17556555303937868	142
unknown Clostridium [meta_mOTU_v2_6156]	-0.06160477249270786	0.46130403108305	5.509215235189008e-4	0.004975876313484539	270
Clostridium sp. CAG:288 [meta_mOTU_v2_6160]	-0.12413801919625693	0.46714424477901895	0.023518930038979806	0.08667817194837737	425
unknown Bacteroidales [meta_mOTU_v2_6162]	0.025250912278040095	0.5125	0.22780723840864958	0.41503936783035084	130
unknown Ruminococcaceae [meta_mOTU_v2_6174]	-0.051795141793187484	0.48675327829043225	0.9568565933521775	0.9799411915030142	31
unknown Roseburia [meta_mOTU_v2_6176]	0.06214864430074564	0.5183766391452161	0.15930405720289142	0.33727966225749334	133
Clostridium sp. CAG:510 [meta_mOTU_v2_6178]	-0.03323516450048193	0.49497328800388535	0.525301206103719	0.6968448812219648	134
unknown Clostridiales [meta_mOTU_v2_6190]	-0.13552698615698458	0.4611279747450219	0.1366819961300472	0.3045748417701052	63
unknown Clostridiales Family XIII. Incertae Sedis [meta_mOTU_v2_6192]	0.18660299652680704	0.5351019912578922	0.0039806796469537	0.023469423751831187	204
unknown Clostridiales [meta_mOTU_v2_6193]	0.013966048964153082	0.51047838756678	0.19665287155804823	0.38261031386070565	141
unknown Bacteroidales [meta_mOTU_v2_6194]	0	0.5019548324429335	0.7288052199800146	0.8405765437026238	173
unknown Clostridiales [meta_mOTU_v2_6197]	0.10734908146087997	0.5213088878096164	0.11427813993124292	0.2680169635404012	45
uncultured Eubacterium sp. [meta_mOTU_v2_6201]	-0.03395698314563737	0.4880403108305002	0.5552965993754766	0.7216913118304468	138
unknown Bacteroidales [meta_mOTU_v2_6217]	-0.035377504145759534	0.4910757649344342	0.725217977192919	0.8399864428878421	46
Clostridium sp. CAG:343 [meta_mOTU_v2_6218]	-0.09052044827077417	0.4715638659543468	0.1649436219012169	0.3465885192521252	532
Clostridium sp. CAG:533 [meta_mOTU_v2_6224]	0	0.4844584749878582	0.01272770454028587	0.05591790173974124	243
unknown Firmicutes [meta_mOTU_v2_6228]	-0.02081061572154245	0.4880888780961632	0.24279455251253945	0.42766094415590455	165
unknown Clostridiales [meta_mOTU_v2_6233]	0.16271018151139197	0.5486765420106848	0.0032995796768913177	0.020025534809727463	564
unknown Firmicutes [meta_mOTU_v2_6237]	0.0177002227148004	0.5148008742107819	0.17708477756566676	0.3588185588383081	159
unknown Clostridiales [meta_mOTU_v2_6238]	0.026216351609738002	0.5197061680427392	0.029434430914820453	0.10544232846701504	179
unknown Clostridiales [meta_mOTU_v2_6249]	-0.08207469589738259	0.46540189412336086	0.10538753951805324	0.25564006014522056	131
unknown Alistipes [meta_mOTU_v2_6252]	0.05564174484053223	0.5142180670228266	0.15759543369474383	0.3353346446286654	85
unknown Coprococcus [meta_mOTU_v2_6257]	-0.013095349100601585	0.47415007285089855	2.9079962425702406e-4	0.003010840012124554	390
unknown Clostridiales [meta_mOTU_v2_6259]	0.08803772714604195	0.5442933462846041	0.0014007965480684614	0.010078612451780709	396
unknown Clostridiales [meta_mOTU_v2_6260]	0.011406902167595599	0.4984337056823701	0.7880046922506194	0.8837727658134424	125
unknown Clostridiales [meta_mOTU_v2_6261]	0.29320550353400127	0.5619718309859155	7.959846142944205e-4	0.006436104167009171	741
unknown Dehalococcoidales [meta_mOTU_v2_6270]	-0.02094514090419533	0.48787639630888785	0.7578579102873145	0.8624951284637131	43
unknown Clostridiales [meta_mOTU_v2_6272]	0.15891286148753594	0.5263598834385624	0.19097007465389226	0.3744424789403107	383
unknown Clostridiales [meta_mOTU_v2_6275]	0.02757059605581827	0.5003338999514327	0.733350130964201	0.8413706232278467	105
unknown Akkermansia [meta_mOTU_v2_6276]	-0.020989873023522163	0.5037032540067995	0.6723741404412862	0.798385517810702	73
unknown Firmicutes [meta_mOTU_v2_6277]	-0.001463351337099736	0.4979480330257407	0.8123787587118403	0.8957267092809771	100
unknown Clostridiales [meta_mOTU_v2_6281]	0.030195741357754956	0.5110551238465274	0.2607773960694997	0.4468373793705886	117
unknown Clostridium [meta_mOTU_v2_6285]	-0.06435564640513898	0.48490772219524036	0.25093439267003437	0.43746057366911534	199
unknown Lactobacillales [meta_mOTU_v2_6288]	0.009386370614111869	0.504874939290918	0.861982563537562	0.9334940596115131	113
unknown Prevotella [meta_mOTU_v2_6289]	0	0.5123846527440505	0.014169587178060494	0.06075747229380485	177
unknown Clostridium [meta_mOTU_v2_6292]	-0.03991967789430344	0.466039339485187	0.007266042945799507	0.03586552593595222	262
unknown Prevotella [meta_mOTU_v2_6294]	0.012227027993923624	0.49307916464303064	0.7022787388960374	0.8249206275628015	106
unknown Firmicutes [meta_mOTU_v2_6303]	-0.047445549815827694	0.46889266634288485	0.004725871436132408	0.02674843232850943	252
Eggerthella sp. CAG:368 [meta_mOTU_v2_6312]	0.03365704538304355	0.5094706168042739	0.2550718790720625	0.44105096808998184	101
Brachyspira sp. CAG:484 [meta_mOTU_v2_6314]	0	0.503861097620204	0.47949520836390835	0.6587239998397382	147
unknown Clostridiales [meta_mOTU_v2_6316]	-0.04237996704036896	0.4875667799902866	0.6010571452508564	0.7526512040088158	101
unknown Firmicutes [meta_mOTU_v2_6331]	0.10455603687366319	0.5228630403108304	0.10201900142645415	0.2496084501759642	16
Roseburia sp. CAG:182 [meta_mOTU_v2_6334]	-0.012843978878041345	0.48396673142302093	0.3662840886764402	0.5643832872709578	118
unknown Dehalococcoidales [meta_mOTU_v2_6336]	0.0060829343990418065	0.49751092763477417	0.9620637610141733	0.9829026872455273	51
unknown Clostridium [meta_mOTU_v2_6338]	0	0.49839728023312285	0.8620251386754137	0.9334940596115131	159
Merdibacter massiliensis [meta_mOTU_v2_6340]	0.09447276169542279	0.5315626517727052	0.021349499976925257	0.08128128018120871	151
unknown Clostridiales [meta_mOTU_v2_6348]	0.09953012500597987	0.5152197668771249	0.254268138216049	0.44105096808998184	85
unknown Clostridium [meta_mOTU_v2_6349]	-0.012402535665095455	0.4809009227780476	0.04400887259483262	0.14370589551158805	250
unknown Clostridium [meta_mOTU_v2_6363]	-0.007301907396107786	0.4948761534725595	0.705032329600455	0.8264238063740439	134
unknown Clostridiales [meta_mOTU_v2_6371]	0.17647132627345552	0.5496357455075279	0.015327897579443528	0.06347992704852466	117
unknown Bacteroidales [meta_mOTU_v2_6375]	0	0.4986401165614376	0.8281991593987449	0.907278821070367	137
uncultured Clostridium sp. [meta_mOTU_v2_6381]	-0.14022494434026173	0.45808644973288	0.03538838997448726	0.12248517495094419	127
unknown Prevotella [meta_mOTU_v2_6387]	-0.0029601633884470263	0.5020641087906751	0.8275490882896472	0.907278821070367	123
Coprobacillus sp. CAG:826 [meta_mOTU_v2_6390]	0	0.48618868382710057	0.04396745123530959	0.14370589551158805	206
Sutterella sp. CAG:521 [meta_mOTU_v2_6395]	0	0.4952525497814473	0.5239645582269536	0.6968448812219648	134
unknown Prevotella [meta_mOTU_v2_6399]	-0.023250743167828998	0.4978994657600777	0.6872988125985366	0.812697342473757	80
Dialister invisus [meta_mOTU_v2_6402]	0.1633418923577336	0.5420410393394852	6.539219333756563e-5	9.101306908785773e-4	186
Mycoplasma sp. CAG:472 [meta_mOTU_v2_6403]	0.02864553999739674	0.49772948033025743	0.61990184909189	0.7649660899404281	99
unknown Clostridiales [meta_mOTU_v2_6407]	-0.376248657089526	0.4402622632345799	0.011065434055165847	0.04984956925793002	740
Firmicutes bacterium ADurb.Bin467 [meta_mOTU_v2_6414]	-0.10234781191115941	0.4565687226809131	0.08190321634733515	0.21798066043538414	142
unknown Prevotella [meta_mOTU_v2_6415]	0	0.5021733851384167	0.7295721636146286	0.8405765437026238	137
unknown Clostridiales [meta_mOTU_v2_6416]	-0.04714688212558539	0.4824065080135988	0.45787707758258617	0.6372748178157633	149
unknown Clostridiales [meta_mOTU_v2_6419]	0.14094674901180268	0.5448640116561437	0.008914375476071656	0.042867228857341955	544
unknown Prevotella [meta_mOTU_v2_6430]	0	0.5071454589606605	0.21474076204718417	0.4035170991288477	151
unknown Eggerthellaceae [meta_mOTU_v2_6437]	0	0.5053666828557553	0.35785778380884947	0.5554319167343934	151
unknown Oscillibacter [meta_mOTU_v2_6438]	0.16756329399671008	0.5609640602234094	1.8701282661992558e-4	0.0021007349750081666	616
unknown Faecalibacterium [meta_mOTU_v2_6452]	-0.5115279179071546	0.39666100048567265	3.752393656190462e-5	6.010909837935287e-4	817
unknown Prevotella [meta_mOTU_v2_6456]	0.008376589484367824	0.5019062651772705	0.5669549681482038	0.7304169468252276	125
unknown Atopobiaceae [meta_mOTU_v2_6458]	0.09109653110601311	0.5353691112190383	0.009128163536243239	0.04305450467928061	158
unknown Clostridiales [meta_mOTU_v2_6465]	0	0.49493686255463815	0.4066516094220929	0.5973135231822783	132
Clostridium sp. CAG:609 [meta_mOTU_v2_6466]	0.009249392740461606	0.49169499757163676	0.20429192515167688	0.39063928931030106	141
Holdemanella biformis [meta_mOTU_v2_6468]	0	0.5002610490529383	0.9524187198806369	0.9777409385956793	172
unknown Clostridiales [meta_mOTU_v2_6475]	0.0614526613997868	0.5232880038853813	0.1201953410639851	0.27729849066120477	26
Clostridium sp. CAG:1219 [meta_mOTU_v2_6476]	0	0.4950582807187956	0.5038290200353732	0.680049027042976	152
unknown Ruminococcaceae [meta_mOTU_v2_6478]	-0.286641006042924	0.41487372510927634	0.0012020238987486935	0.009031135310067618	636
unknown Clostridiales [meta_mOTU_v2_6484]	-0.03962279836239137	0.48405779504613894	0.23423853002563003	0.4195538227674259	107
unknown Porphyromonas [meta_mOTU_v2_6490]	0.06388327548380383	0.5550631374453618	4.712636392234515e-8	1.481862332224853e-6	606
unknown Clostridiales [meta_mOTU_v2_6495]	-0.09985792516574683	0.4726930548810102	0.18526937001419305	0.3701028120989409	94
unknown Bacteroidales [meta_mOTU_v2_6502]	0	0.4984579893152015	0.8222954645785111	0.904311981123259	149
unknown Clostridiales [meta_mOTU_v2_6503]	-0.03815974465919635	0.48511413307430784	0.5629601824258533	0.7285871873163864	137
unknown Eubacterium [meta_mOTU_v2_6509]	-0.31738369039675757	0.4313137445361826	0.0043058828453148654	0.024906312130536172	541
unknown Clostridiales [meta_mOTU_v2_6511]	-0.08025906105338292	0.46605148130160273	0.010708791743365588	0.0488804526350397	382
unknown Prevotella [meta_mOTU_v2_6516]	0.03684780988277433	0.5118261291889267	0.4284890936029382	0.6134692082106147	129
Lentisphaerae bacterium ADurb.Bin242 [meta_mOTU_v2_6522]	-0.046919292789334405	0.4938198154443905	0.7896988274291589	0.8841773541109706	104
unknown Clostridiales [meta_mOTU_v2_6523]	0	0.494900437105391	0.34429699314606366	0.5387680489297416	158
unknown Clostridiales [meta_mOTU_v2_6525]	0.05925091675200302	0.5107151529868869	0.31935561382345523	0.5144837118332325	77
unknown Azospirillum [meta_mOTU_v2_6527]	-0.11555170213847141	0.4777440505099563	0.3914312859427519	0.5857379227757498	89
unknown Bacteroidales [meta_mOTU_v2_6528]	0	0.5022705196697426	0.6677074141785977	0.7981071589283698	113
Ruminococcus sp. CAG:382 [meta_mOTU_v2_6530]	-0.04494230224970836	0.4851748421563866	0.28636050490162374	0.4785828123257452	128
Coprobacillus sp. CAG:826 [meta_mOTU_v2_6536]	0	0.49840942204953864	0.7677517163459745	0.871418726173439	151
unknown Clostridiales [meta_mOTU_v2_6548]	0.06201774276533202	0.5144366197183099	0.21123176910894248	0.40030306244083075	120
unknown Ruminococcaceae [meta_mOTU_v2_6557]	-0.22068066920056933	0.4333050024283633	0.022550306088036258	0.08471331800328666	172
Clostridium sp. CAG:628 [meta_mOTU_v2_6559]	0.01194960504955989	0.49122146673142303	0.5230637335722133	0.6968448812219648	177
unknown Clostridiales [meta_mOTU_v2_6561]	0.24938171441827453	0.580378824672171	4.3861262488031905e-4	0.004137579094704343	481
unknown Clostridiales [meta_mOTU_v2_6571]	-0.10302501461835299	0.4819329771733852	0.06670739591037098	0.18903148892150573	117
unknown Clostridiales [meta_mOTU_v2_6575]	-0.052835245830677065	0.49224137931034484	0.31785575164944607	0.5130409375482504	91
unknown Clostridiales [meta_mOTU_v2_6585]	0.0020008906045637376	0.4921563865954347	0.9357734238007377	0.9676877427610552	128
unknown Bacteroidales [meta_mOTU_v2_6591]	-0.014981257652532753	0.4777076250607091	0.0015400344651505546	0.010805696371180338	185
unknown Firmicutes [meta_mOTU_v2_6595]	0.019348491770144485	0.5237251092763477	0.016057074639757696	0.06585727714567285	258
unknown Firmicutes [meta_mOTU_v2_6596]	0	0.494851869839728	0.19785472912989038	0.3832038541621905	NA
unknown Clostridiales [meta_mOTU_v2_6602]	-0.3788119691421484	0.37554638173870813	3.8242526428454774e-7	1.0822634979252702e-5	781
unknown Lachnospiraceae [meta_mOTU_v2_6615]	0.11901538924498505	0.5381313744536182	0.01341996479249885	0.05842846209657192	142
unknown Atopobiaceae [meta_mOTU_v2_6622]	0.011431525564331878	0.5017119961146187	0.7151627996088665	0.8340291440493512	124
unknown Lachnospiraceae [meta_mOTU_v2_6625]	0	0.49310951918407	0.3417818209128917	0.5363637078651481	172
unknown Clostridiales [meta_mOTU_v2_6629]	-0.06802874275479548	0.4755281690140845	0.43096731121511167	0.6149432726413947	61
unknown Faecalibacterium [meta_mOTU_v2_6631]	-0.3588358432568126	0.4048992229237494	3.6486605847849695e-5	5.957140070158536e-4	745
unknown Clostridiales [meta_mOTU_v2_6632]	-0.3484300160594679	0.3930427391937834	9.928380454648341e-6	1.832433696955748e-4	710
unknown Clostridiales [meta_mOTU_v2_6647]	0.044115820509860536	0.5008013598834385	0.8826904794887256	0.9393983427158961	140
unknown Azospirillum [meta_mOTU_v2_6649]	0	0.507127246236037	0.23380198031184407	0.4195538227674259	164
unknown Ruminococcaceae [meta_mOTU_v2_6652]	0.1890590967622456	0.5398372996600291	0.017787109282624725	0.0702383989811553	434
unknown Eubacterium [meta_mOTU_v2_6657]	-0.09841850785884756	0.46781204468188436	0.19904935180862898	0.3832038541621905	45
unknown Prevotella [meta_mOTU_v2_6663]	0	0.5000789218067022	0.978883669100434	0.9917329774060484	134
Ruminococcus sp. CAG:177 [meta_mOTU_v2_6664]	0.4369621291222138	0.5844706168042739	4.388354379969428e-5	6.774023397443717e-4	786
unknown Bacteroidales [meta_mOTU_v2_6670]	0.010534794323831248	0.4906143759106362	0.49737117662060665	0.6756290063214321	65
unknown Clostridiales [meta_mOTU_v2_6672]	0.3290655863145473	0.6157843613404566	2.451641437195562e-6	5.7817877227195336e-5	739
Oscillibacter sp. 57_20 [meta_mOTU_v2_6676]	-0.046870888517380326	0.4889934434191355	0.576780115915353	0.7379414172808602	48
Mycoplasma sp. CAG:877 [meta_mOTU_v2_6682]	0	0.5001153472559494	0.8957532875817611	0.9458887327822328	165
unknown Clostridiales [meta_mOTU_v2_6686]	-0.08508323467577361	0.46835842642059256	0.1010749002083924	0.24801326669631546	231
unknown Methanomicrobia [meta_mOTU_v2_6693]	-0.011334620176264293	0.49177999028654684	0.4083119907259231	0.5987165459867163	144
unknown Prevotella [meta_mOTU_v2_6697]	0	0.5054152501214182	0.24092560989312184	0.42702681168947904	162
unknown Clostridiales [meta_mOTU_v2_6699]	0.2112112194665153	0.554826372025255	0.009036289556010102	0.04305450467928061	602
unknown Clostridiales [meta_mOTU_v2_6700]	-0.2618921867911773	0.4284604176784847	0.002684012556907329	0.016879456746772756	559
unknown Clostridiales [meta_mOTU_v2_6704]	0.0045808076787536445	0.5091792132102962	0.2301011031888196	0.4174270012976663	166
Bacillus sp. CAG:988 [meta_mOTU_v2_6706]	0	0.5054516755706654	0.19881540087689542	0.3832038541621905	181
unknown Firmicutes [meta_mOTU_v2_6711]	-0.023779072056382772	0.4887323943661972	0.5976782598189712	0.7495256168187688	89
unknown Clostridiales [meta_mOTU_v2_6716]	-0.14506792736033283	0.4500121418164158	0.037393595084140155	0.12801275091304432	137
unknown Clostridiales [meta_mOTU_v2_6721]	-0.06438339034998543	0.49118504128217577	0.5954443694082912	0.749195351355235	14
Roseburia sp. CAG:303 [meta_mOTU_v2_6722]	-0.12512147277397698	0.45998057309373486	0.0104134650404411	0.04778936118559186	368
unknown Ruminococcus [meta_mOTU_v2_6724]	0	0.4829407479358912	0.05191166023976594	0.1581659737008846	162
unknown Ruminococcus [meta_mOTU_v2_6727]	0	0.503721466731423	0.5250559477726615	0.6968448812219648	130
unknown Firmicutes [meta_mOTU_v2_6730]	-0.011535756470940985	0.5016027197668771	0.7327447349652525	0.8413706232278467	86
Clostridium sp. CAG:762 [meta_mOTU_v2_6739]	0	0.5036486158329285	0.45006185937297993	0.6285809688262107	129
unknown Clostridium [meta_mOTU_v2_6741]	-0.08053197560782953	0.45845070422535217	0.19271173854182685	0.37698678806914976	207
Clostridium sp. CAG:798 [meta_mOTU_v2_6742]	-0.06296653935611422	0.4980755220981059	0.7783785233098166	0.8760443976260964	54
unknown Clostridiales [meta_mOTU_v2_6751]	-0.07891345504860817	0.47305123846527436	0.19605094626317554	0.38261031386070565	114
unknown Firmicutes [meta_mOTU_v2_6758]	0	0.4864315201554153	0.16574197740443206	0.3465885192521252	142
unknown Clostridiales [meta_mOTU_v2_6760]	-0.0026743667874048168	0.49483365711510446	0.9026210278191052	0.9505520140973459	42
unknown Veillonellaceae [meta_mOTU_v2_6765]	0	0.508960660514813	0.11222623224283623	0.2661454502071731	169
Subdoligranulum sp. CAG:314 [meta_mOTU_v2_6768]	0.0974287735246489	0.5376760563380282	0.016712052328497373	0.06788771496121661	119
unknown Flavobacteriia [meta_mOTU_v2_6771]	0.067002730079902	0.5195483244293346	0.07474888775691557	0.20604482371954974	149
unknown Collinsella [meta_mOTU_v2_6772]	0.02179337320906301	0.5099441476444876	0.2011364941624696	0.38547377775155006	135
Clostridium sp. CAG:914 [meta_mOTU_v2_6776]	0	0.4986158329286061	0.6111083974804092	0.760749310059923	124
unknown Clostridiales [meta_mOTU_v2_6777]	0.17472511308152722	0.5528229723166586	0.010873515308445603	0.049366922443156776	620
Clostridium sp. CAG:1024 [meta_mOTU_v2_6786]	0	0.5053666828557553	0.19693840654549866	0.38261031386070565	151
unknown Clostridiales [meta_mOTU_v2_6787]	-0.3865071403091078	0.4083474987858184	2.2136639427452437e-4	0.0023540058651877445	694
Clostridium sp. CAG:710 [meta_mOTU_v2_6788]	-0.008092002128266822	0.48986158329286056	0.1711710169549512	0.3518745602778537	143
unknown Ruminococcaceae [meta_mOTU_v2_6789]	0.14369255871492745	0.5509045653229724	0.015254770816035101	0.06347992704852466	518
unknown Clostridiales [meta_mOTU_v2_6791]	0.11662631960207426	0.5523372996600291	4.921867120519785e-4	0.004542027375349236	463
unknown Clostridium [meta_mOTU_v2_6792]	-0.06617721359603847	0.4996236036911122	0.634723444033156	0.7764844437811951	28
Roseburia sp. CAG:309 [meta_mOTU_v2_6793]	-0.17967103163323242	0.4559980573093735	0.06024815784819357	0.17556555303937868	421
unknown Clostridiales [meta_mOTU_v2_6795]	-0.004538180674893338	0.49566537153958234	0.934064193689472	0.9670981712711729	17
unknown Clostridiales [meta_mOTU_v2_6801]	-0.1473022037480697	0.45154201068479843	0.1371500339481719	0.3048177456073245	61
unknown Clostridiaceae [meta_mOTU_v2_6802]	-0.012144848483256317	0.498300145701797	0.8832981963654669	0.9393983427158961	147
unknown Clostridiales [meta_mOTU_v2_6807]	0.022960676580344074	0.5108669256920836	0.4472298487814068	0.6285809688262107	198
unknown Clostridiales [meta_mOTU_v2_6808]	-0.21492917412709223	0.44814837299660026	0.011875622983813844	0.052787455043235364	73
unknown Eggerthellaceae [meta_mOTU_v2_6813]	-0.011990176977947572	0.49234458474987863	0.8442231856852771	0.9189044674958977	49
unknown Clostridiales [meta_mOTU_v2_6814]	0.011692938560463956	0.5070847498785819	0.1704398605570261	0.3512219456624154	144
Dialister sp. CAG:357 [meta_mOTU_v2_6815]	-0.10792146429746889	0.4877853326857698	0.06038419059408665	0.17556555303937868	53
unknown Clostridium [meta_mOTU_v2_6816]	-0.06746365114224537	0.46208110733365715	0.004874747596128701	0.027228030981008334	384
Burkholderiales bacterium YL45 [meta_mOTU_v2_6818]	-0.014077705414683356	0.48782175813501705	0.17216831381423964	0.35221903235732394	189
unknown Clostridiales [meta_mOTU_v2_6819]	0.01030745232535211	0.5100716367168528	0.8912808934183538	0.9423380803389569	25
unknown Dehalococcoidales [meta_mOTU_v2_6821]	0.007853912174627725	0.5001032054395338	0.8722085718945061	0.9380234970673587	109
unknown Clostridiales [meta_mOTU_v2_6823]	-0.0306271171851841	0.5132467217095678	0.4878167523973669	0.6669185552099267	87
unknown Clostridiales [meta_mOTU_v2_6832]	-0.08142682398936736	0.5077586206896552	0.6178631346224186	0.7646731797294948	30
Prevotella sp. CAG:617 [meta_mOTU_v2_6833]	0	0.5071454589606605	0.19094610038297066	0.3744424789403107	161
unknown Clostridiales [meta_mOTU_v2_6834]	-0.26510254549903267	0.4121539582321515	0.004043586258458645	0.02367589471331993	753
unknown Anaerotruncus [meta_mOTU_v2_6835]	0.27982494173427297	0.5986886838271006	2.1781802583831222e-8	7.705312664030295e-7	710
unknown Firmicutes [meta_mOTU_v2_6848]	0	0.49144001942690624	0.1823196547045405	0.3666556895764211	172
unknown Ruminococcaceae [meta_mOTU_v2_6850]	-0.03983142239626057	0.4771248178727538	0.5934218751794968	0.7486426704969283	70
unknown Clostridiales [meta_mOTU_v2_6852]	-0.3275830134966101	0.37553423992229235	7.197728130068211e-7	1.851779146190276e-5	703
unknown Clostridiales [meta_mOTU_v2_6856]	0.06973934158988948	0.5105269548324429	0.2267814252267677	0.41479452806523254	137
unknown Pasteurellaceae [meta_mOTU_v2_6865]	-0.0447256997556667	0.49733487129674603	0.6210518216992864	0.7652728543145053	113
unknown Clostridiales [meta_mOTU_v2_6867]	0	0.5002246236036911	0.8022927390806869	0.8915546205986108	152
Roseburia sp. 40_7 [meta_mOTU_v2_6875]	-0.1825134372337719	0.44064473045167557	0.05997711285599912	0.17556555303937868	202
unknown Clostridium [meta_mOTU_v2_6877]	-0.20743846733700455	0.44693419135502677	0.0012420441957753544	0.009249960721169086	634
unknown Clostridium [meta_mOTU_v2_6883]	-0.21527030014195242	0.44119111219038365	0.028617251814168212	0.10294935080605429	251
unknown Clostridiales [meta_mOTU_v2_6885]	0.02487202805750821	0.5011413307430792	0.9384892386748109	0.968742986735771	65
unknown Clostridiales [meta_mOTU_v2_6891]	0.03885330554482159	0.5315808644973288	0.04815775453208038	0.15229981938632656	259
Clostridium sp. CAG:628 [meta_mOTU_v2_6892]	0	0.49492472073822247	0.6570815731940894	0.7923837818549889	144
unknown Bacteroidales [meta_mOTU_v2_6903]	0.013554074521687108	0.508547838756678	0.37760278851041473	0.5724727990095395	107
unknown Ruminococcaceae [meta_mOTU_v2_6905]	-0.22714809618431292	0.43282540067994174	0.017138527957526555	0.06863495394311342	440
unknown Firmicutes [meta_mOTU_v2_6906]	0	0.501833414278776	0.6308974517935075	0.7740345904229594	NA
unknown Firmicutes [meta_mOTU_v2_6909]	-0.00412236443485659	0.4816658572122389	0.16920812161499535	0.3512219456624154	102
unknown Prevotella [meta_mOTU_v2_6911]	0	0.5123967945604662	0.04374197804926783	0.14370589551158805	168
unknown Veillonellaceae [meta_mOTU_v2_6915]	0.03962852853860529	0.5158693540553667	0.010357886230736524	0.04778936118559186	162
unknown Clostridiales [meta_mOTU_v2_6916]	-0.0894896955133711	0.4657236522583778	0.35640457230095723	0.5552063887770875	19
unknown Peptostreptococcaceae [meta_mOTU_v2_6922]	-0.0431930466823911	0.4866682855755221	0.5599094518306362	0.7257452284033743	110
unknown Clostridiales [meta_mOTU_v2_6926]	0.02752349158491591	0.49473652258377854	0.8772563682820762	0.9380234970673587	67
unknown Clostridiales [meta_mOTU_v2_6929]	0.12050014969267143	0.5391573579407479	0.009814907015119445	0.04553905119093708	273
unknown Firmicutes [meta_mOTU_v2_6936]	-0.0017886426918628476	0.5037275376396309	0.5293840818059772	0.6989845807982498	96
unknown Lachnospiraceae [meta_mOTU_v2_6937]	-0.2575584729275476	0.38688683827100534	1.28144614943035e-5	2.2665578768049315e-4	731
Prevotella sp. CAG:279 [meta_mOTU_v2_6938]	0.04928483076961043	0.5126457017969888	0.3096317359408527	0.5026335445770247	37
Staphylococcus sp. CAG:324 [meta_mOTU_v2_6946]	-0.018530455810508828	0.49446333171442447	0.9390759459170077	0.968742986735771	70
unknown Bacteroidales [meta_mOTU_v2_6949]	0.006558813693803287	0.515990772219524	0.022302033527050957	0.0845286895735101	167
unknown Clostridiales [meta_mOTU_v2_6961]	-0.004848660375197114	0.49711631860126276	0.9604113697949481	0.9823966903083264	113
unknown Clostridiales [meta_mOTU_v2_6975]	0.13355980799578526	0.5391877124817872	0.01987635203858762	0.07670464945800404	133
unknown Lentisphaerae [meta_mOTU_v2_6979]	-0.047276880718836525	0.47836935405536674	0.43685711609269995	0.620319218947646	106
unknown Clostridiales [meta_mOTU_v2_6986]	0.038369923790636716	0.5089970859640602	0.37422506831849467	0.5693854534093226	64
unknown Synergistaceae [meta_mOTU_v2_6989]	0.03806425129091438	0.5195118989800874	0.3369767575164173	0.5298023465397006	382
