GuptaA_2019	HanniganGD_2017	ThomasAM_2018a	ThomasAM_2018b	ThomasAM_2019_c	YachidaS_2019	all
Bacteroides sp. D2	NA	NA	0.743480132615848	NA	0.753961165751996	0.980909778932347	0.815030803423768
Lactobacillus gasseri	NA	NA	0.743480132615848	0.673065584857986	0.558035279812146	0.739204644951986	0.707067360583249
Rothia kristinae	NA	NA	0.743480132615848	NA	NA	NA	0.499309620713591
Prevotella sp. CAG:755	NA	NA	0.743480132615848	0.641377368262288	NA	0.559980127036186	0.590563943727094
Bacteroides sp. CAG:598	NA	NA	0.743480132615848	0.737500477531445	0.558035279812146	0.88202895004639	0.959396233090315
Bacteroides sp. CAG:633	NA	NA	0.743480132615848	0.641377368262288	NA	0.643996539892511	0.506800793887288
Bacteroides sp. CAG:661	NA	NA	0.743480132615848	0.761484962252966	NA	NA	0.853281953663282
Prevotella sp. CAG:1124	NA	NA	0.743480132615848	0.641377368262288	0.558035279812146	0.559980127036186	0.49010897993169
Bacteroides sp. CAG:144	NA	NA	0.821449889294965	0.641377368262288	0.753961165751996	0.559980127036186	0.55546583588497
Alistipes sp. An66	NA	NA	0.743480132615848	NA	0.558035279812146	0.643996539892511	0.590563943727094
Sanguibacteroides justesenii	NA	NA	0.7702733423681	0.274843487434305	0.558035279812146	0.559980127036186	0.054799739470521
Jonquetella anthropi	NA	NA	0.743480132615848	NA	NA	0.559980127036186	0.876969743081033
Prevotella sp. CAG:485	NA	NA	0.956505342779803	0.86684914802683	0.558035279812146	0.92133261143042	0.968639134962274
Eikenella corrodens	NA	NA	0.743480132615848	0.641377368262288	0.558035279812146	0.559980127036186	0.054799739470521
Campylobacter gracilis	NA	NA	0.956756214601649	NA	0.781627284433693	0.787837038564662	0.921898151288629
Abiotrophia defectiva	NA	NA	0.743480132615848	NA	0.753961165751996	0.979527349264683	0.499309620713591
Proteus hauseri	NA	NA	0.743480132615848	NA	0.558035279812146	0.559980127036186	0.465468145188558
Abiotrophia sp. HMSC24B09	NA	NA	0.743480132615848	NA	0.558035279812146	0.88202895004639	0.900410078659027
Oribacterium sinus	NA	NA	0.743480132615848	0.641377368262288	0.871988066683206	0.559980127036186	0.499309620713591
Fusobacterium periodonticum	NA	NA	0.743480132615848	NA	0.558035279812146	0.363478386493654	0.164149330472139
Campylobacter concisus	NA	NA	0.743480132615848	NA	0.753961165751996	0.735712665186963	0.900410078659027
Porphyromonas somerae	NA	NA	0.743480132615848	NA	0.558035279812146	0.79729799852524	0.82937996406049
Neisseria flavescens	NA	NA	0.743480132615848	NA	0.842647239402946	0.643996539892511	0.499309620713591
Streptococcus sp. HMSC034E03	NA	NA	0.743480132615848	NA	1	0.948056115288958	0.975785521687646
Anaeroglobus geminatus	NA	NA	0.949757473166582	NA	1	0.79729799852524	0.774631250292376
Proteus vulgaris	NA	NA	0.743480132615848	NA	0.558035279812146	0.88202895004639	0.976318349610162
Neisseria sicca	NA	NA	0.743480132615848	NA	0.558035279812146	0.485597155179982	0.169481155795988
Neisseria mucosa	NA	NA	0.743480132615848	NA	NA	0.440114299507122	0.248407860830797
Proteus penneri	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Granulicatella adiacens	NA	NA	0.743480132615848	NA	0.530254034603813	0.273623651845971	0.054799739470521
Stomatobaculum longum	NA	NA	0.743480132615848	NA	1	0.643996539892511	0.587023047877991
Selenomonas artemidis	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Streptococcus gallolyticus	NA	NA	0.743480132615848	0.860609492605387	0.558035279812146	0.643996539892511	0.499309620713591
Prevotella denticola	NA	NA	0.743480132615848	NA	0.753961165751996	0.54150439332092	0.499309620713591
Bacteroides fluxus	NA	NA	0.743480132615848	0.641377368262288	NA	0.88202895004639	0.680147782605685
Flavonifractor sp. An306	NA	NA	0.743480132615848	0.641377368262288	NA	0.88202895004639	0.684947253471123
Enterococcus gilvus	NA	NA	0.743480132615848	NA	NA	0.643996539892511	0.366690659305348
Enterococcus durans	NA	NA	0.743480132615848	0.641377368262288	NA	NA	0.499309620713591
Raoultella planticola	NA	NA	0.743480132615848	NA	0.753961165751996	0.832307714809248	0.746784247655408
Raoultella ornithinolytica	NA	NA	0.743480132615848	0.737500477531445	0.778652220349049	0.264514540681587	0.320975631560105
Enterococcus thailandicus	NA	NA	0.743480132615848	NA	NA	0.643996539892511	0.499309620713591
Alloprevotella tannerae	NA	NA	0.956505342779803	0.641377368262288	0.288986803532661	0.190327265757538	0.0239592987619385
Prevotella oris	NA	NA	0.813437026259866	NA	0.558035279812146	0.559980127036186	0.499309620713591
Selenomonas sputigena	NA	NA	0.743480132615848	0.641377368262288	0.528766003081966	0.106432606939249	0.00919074708948964
Olsenella uli	NA	NA	0.743480132615848	0.641377368262288	0.802544263728756	0.496156033800968	0.320975631560105
Prevotella dentalis	NA	NA	0.743480132615848	NA	NA	0.88202895004639	0.876969743081033
[Eubacterium] infirmum	NA	NA	0.743480132615848	0.98333227818905	0.528766003081966	0.0978809940098577	0.0385076841180853
Prevotella veroralis	NA	NA	0.743480132615848	NA	0.558035279812146	0.559980127036186	0.366690659305348
Eikenella longinqua	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Pseudoramibacter alactolyticus	NA	NA	0.743480132615848	NA	NA	0.88202895004639	0.876969743081033
Mogibacterium timidum	NA	NA	0.743480132615848	0.98333227818905	0.628883689945257	0.559980127036186	0.558017667829697
Alloprevotella rava	NA	NA	0.743480132615848	NA	0.558035279812146	0.643996539892511	0.465468145188558
Prevotella sp. oral taxon 306	NA	NA	0.743480132615848	NA	0.558035279812146	0.211859510666528	0.0864439512254374
Shuttleworthia satelles	NA	NA	0.743480132615848	NA	NA	0.88202895004639	0.684947253471123
Prevotella baroniae	NA	NA	0.743480132615848	NA	NA	0.559980127036186	0.366690659305348
Lactiplantibacillus pentosus	NA	NA	0.743480132615848	NA	NA	0.559980127036186	0.366690659305348
Limosilactobacillus oris	NA	NA	0.743480132615848	0.922256785343076	NA	0.799247707923719	0.909308475042533
Lachnoclostridium sp. An131	NA	NA	0.743480132615848	0.641377368262288	0.558035279812146	0.789325538505433	0.499309620713591
Prevotella sp. CAG:891	NA	NA	0.956756214601649	0.98333227818905	0.558035279812146	0.559980127036186	0.499309620713591
Bacteroides sp. 43_108	NA	NA	0.743480132615848	0.641377368262288	NA	0.559980127036186	0.248407860830797
Prevotella oralis	NA	NA	0.743480132615848	0.641377368262288	0.558035279812146	0.88202895004639	0.809081818696127
Selenomonas noxia	NA	NA	0.743480132615848	NA	0.558035279812146	0.875594527293932	0.774631250292376
Hafnia paralvei	NA	NA	0.956756214601649	0.641377368262288	0.558035279812146	0.981865042551609	0.876969743081033
Pasteurella canis	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Fusobacterium gonidiaformans	NA	NA	0.743480132615848	0.641377368262288	NA	0.347526176922941	0.337953780937354
Actinomyces sp. oral taxon 448	NA	NA	0.743480132615848	0.641377368262288	1	0.738657074463138	0.590563943727094
Oribacterium sp. oral taxon 078	NA	NA	0.743480132615848	NA	NA	NA	0.499309620713591
Scardovia inopinata	NA	NA	0.743480132615848	NA	NA	0.643996539892511	0.876969743081033
Comamonas testosteroni	NA	NA	0.743480132615848	0.641377368262288	NA	NA	0.876969743081033
Fusobacterium sp. CAG:439	NA	NA	0.743480132615848	0.98333227818905	NA	0.981865042551609	0.801488537068812
Candidatus Gastranaerophilales bacterium	NA	NA	0.743480132615848	0.882381216464036	NA	0.643996539892511	0.975785521687646
Haemophilus sputorum	NA	NA	0.743480132615848	0.641377368262288	0.558035279812146	0.643996539892511	0.499309620713591
Facklamia hominis	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Enterococcus hirae	NA	NA	0.743480132615848	0.641377368262288	NA	0.474983207657439	0.248407860830797
Cutibacterium namnetense	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Malassezia restricta	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Tannerella sp. oral taxon 808	NA	NA	0.743480132615848	NA	NA	NA	0.499309620713591
Desulfomicrobium orale	NA	NA	0.743480132615848	NA	NA	NA	0.499309620713591
Bacteroidetes bacterium oral taxon 272	NA	NA	0.743480132615848	NA	0.558035279812146	0.88202895004639	0.49010897993169
Enterococcus malodoratus	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Bavariicoccus seileri	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Marvinbryantia formatexigens	NA	NA	0.743480132615848	0.641377368262288	NA	NA	0.876969743081033
Lachnoclostridium sp. An14	NA	NA	0.743480132615848	0.882381216464036	0.753961165751996	0.379976756503043	0.486048661445957
Flavobacterium sp. FEMGT703F	NA	NA	0.743480132615848	NA	NA	NA	0.366690659305348
Sediminibacterium sp. FEMGT703S	NA	NA	0.743480132615848	NA	NA	NA	0.499309620713591
Clostridium paraputrificum	NA	NA	0.743480132615848	0.860609492605387	0.558035279812146	0.559980127036186	0.366690659305348
Prevotella disiens	NA	NA	0.743480132615848	NA	0.558035279812146	0.897534598850278	0.691501072669539
Tychonema bourrellyi	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Negativicoccus succinicivorans	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Gleimia europaea	NA	NA	0.743480132615848	NA	NA	0.643996539892511	0.499309620713591
Peptoniphilus lacrimalis	NA	NA	0.743480132615848	NA	0.558035279812146	0.643996539892511	0.499309620713591
Actinomyces sp. oral taxon 180	NA	NA	0.743480132615848	0.641377368262288	1	0.559980127036186	0.590563943727094
Peptoniphilus coxii	NA	NA	0.743480132615848	0.641377368262288	NA	0.88202895004639	0.590563943727094
Porphyromonas sp. HMSC065F10	NA	NA	0.743480132615848	NA	NA	0.643996539892511	0.809081818696127
Gemella asaccharolytica	NA	NA	0.743480132615848	0.641377368262288	0.558035279812146	0.440114299507122	0.100147366852005
Clostridiales bacterium 1_7_47FAA	NA	NA	0.743480132615848	0.857335763484102	0.753961165751996	0.738019154683664	0.534350659067315
Escherichia marmotae	NA	NA	0.743480132615848	NA	0.558035279812146	0.342917728999281	0.239593029256991
Gardnerella vaginalis	NA	NA	0.743480132615848	NA	0.558035279812146	0.739204644951986	0.499309620713591
Fannyhessea vaginae	NA	NA	0.743480132615848	NA	0.558035279812146	0.559980127036186	0.366690659305348
Actinotignum timonense	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Mageeibacillus indolicus	NA	NA	0.743480132615848	NA	NA	0.643996539892511	0.499309620713591
Phascolarctobacterium sp.	NA	NA	0.743480132615848	NA	NA	NA	0.499309620713591
Oribacterium parvum	NA	NA	0.743480132615848	0.641377368262288	0.622656319328079	0.0751646557690132	0.0388566408296107
Alistipes timonensis	NA	NA	0.743480132615848	0.641377368262288	0.753961165751996	0.805664933447924	0.590563943727094
Gemmiger sp. An120	NA	NA	0.743480132615848	NA	NA	0.643996539892511	0.499309620713591
Bifidobacterium scardovii	NA	NA	0.743480132615848	NA	NA	0.559980127036186	0.876969743081033
Aggregatibacter aphrophilus	NA	NA	0.743480132615848	NA	1	0.643996539892511	0.511929840447874
Brachyspira pilosicoli	NA	NA	0.743480132615848	NA	0.558035279812146	0.735712665186963	0.513926544480693
Veillonella seminalis	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Enhydrobacter aerosaccus	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Moraxella osloensis	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Tepidimonas fonticaldi	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Corynebacterium pyruviciproducens	NA	NA	0.743480132615848	NA	NA	NA	0.590563943727094
Aggregatibacter segnis	NA	NA	0.743480132615848	0.641377368262288	0.608479454678448	0.257111357150545	0.117798932559699
Clostridium celatum	NA	NA	0.743480132615848	NA	NA	0.79729799852524	0.900410078659027
Prevotella sp. CAG:1058	NA	NA	0.743480132615848	0.641377368262288	NA	0.875594527293932	0.774631250292376
Haemophilus parahaemolyticus	NA	NA	0.743480132615848	NA	0.558035279812146	0.0978809940098577	0.0201326948520197
Morococcus cerebrosus	NA	NA	0.743480132615848	NA	NA	0.559980127036186	0.465468145188558
Bacteroides sp. CAG:443	NA	NA	NA	0.641377368262288	NA	0.643996539892511	0.8495187445489
Streptococcus milleri	NA	NA	NA	0.737500477531445	0.809422938283837	0.786202384008525	0.876969743081033
Massilimicrobiota timonensis	NA	NA	NA	0.741685972664222	0.558035279812146	0.913367873442284	0.853281953663282
Fusobacterium equinum	NA	NA	NA	0.641377368262288	NA	0.559980127036186	0.465468145188558
Lactobacillus acidophilus	NA	NA	NA	0.641377368262288	0.558035279812146	0.88202895004639	0.853281953663282
[Eubacterium] nodatum	NA	NA	NA	0.528953350533896	0.558035279812146	0.738657074463138	0.366690659305348
Actinomyces naeslundii	NA	NA	NA	0.641377368262288	0.528766003081966	0.697744403060713	0.661654798063832
Mogibacterium pumilum	NA	NA	NA	0.528953350533896	0.558035279812146	0.582637189685672	0.290264257082341
Streptococcus sinensis	NA	NA	NA	0.641377368262288	0.558035279812146	0.559980127036186	0.320975631560105
Lactococcus raffinolactis	NA	NA	NA	0.641377368262288	NA	0.643996539892511	0.499309620713591
Succinatimonas hippei	NA	NA	NA	0.882381216464036	0.558035279812146	0.322140950996579	0.164149330472139
Blautia sp. An249	NA	NA	NA	0.98333227818905	0.558035279812146	0.643996539892511	0.590563943727094
Actinomyces radicidentis	NA	NA	NA	0.641377368262288	NA	0.643996539892511	0.876969743081033
Carnobacterium divergens	NA	NA	NA	0.641377368262288	NA	0.559980127036186	0.248407860830797
Finegoldia magna	NA	NA	NA	0.98333227818905	NA	0.981865042551609	0.975785521687646
Lactonifactor longoviformis	NA	NA	NA	0.641377368262288	0.558035279812146	0.643996539892511	0.657461819848897
Anaerococcus vaginalis	NA	NA	NA	0.641377368262288	NA	0.739204644951986	0.499309620713591
Clostridium cadaveris	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Schaalia cardiffensis	NA	NA	NA	0.641377368262288	1	0.643996539892511	0.50593571784924
Acetivibrio ethanolgignens	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Haemophilus influenzae	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Leptotrichia sp. oral taxon 215	NA	NA	NA	0.641377368262288	NA	0.643996539892511	0.499309620713591
Campylobacter showae	NA	NA	NA	0.641377368262288	NA	0.954525150740876	0.900410078659027
Prevotella sp. CAG:1320	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Atopobium minutum	NA	NA	NA	0.641377368262288	NA	0.88202895004639	0.684947253471123
Faecalicatena orotica	NA	NA	NA	0.98333227818905	NA	0.88202895004639	0.975785521687646
Carnobacterium maltaromaticum	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Robinsoniella sp. RHS	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Limosilactobacillus reuteri	NA	NA	NA	0.641377368262288	0.558035279812146	0.88202895004639	0.680147782605685
Leuconostoc gelidum	NA	NA	NA	0.98333227818905	NA	0.559980127036186	0.684947253471123
Lactobacillus johnsonii	NA	NA	NA	0.641377368262288	0.558035279812146	0.643996539892511	0.465468145188558
Ligilactobacillus murinus	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Lactobacillus intestinalis	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Muribaculum intestinale	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Duncaniella muris	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Saccharomyces cerevisiae	NA	NA	NA	0.641377368262288	0.558035279812146	0.474983207657439	0.141940913244305
Macrococcus caseolyticus	NA	NA	NA	0.641377368262288	NA	NA	0.499309620713591
Megamonas rupellensis	NA	NA	NA	0.641377368262288	NA	0.88202895004639	0.590563943727094
Fusobacterium hwasookii	NA	NA	NA	0.641377368262288	NA	0.559980127036186	0.465468145188558
Anaerofustis stercorihominis	NA	NA	NA	0.86684914802683	NA	0.951509922302729	0.974325444394062
Leuconostoc pseudomesenteroides	NA	NA	NA	0.98333227818905	NA	NA	0.853281953663282
Ruminococcus sp. CAG:624	NA	NA	NA	0.641377368262288	NA	0.559980127036186	0.590563943727094
[Eubacterium] saphenum	NA	NA	NA	0.641377368262288	0.558035279812146	0.327785365006012	0.360771670979864
Actinomyces massiliensis	NA	NA	NA	0.860609492605387	NA	0.559980127036186	0.499309620713591
Leuconostoc garlicum	NA	NA	NA	0.641377368262288	NA	0.913367873442284	0.655152402444921
Streptococcus sp. HMSC070B10	NA	NA	NA	0.641377368262288	NA	NA	0.499309620713591
Leuconostoc lactis	NA	NA	NA	0.86684914802683	NA	0.440114299507122	0.378771074661476
Prevotella sp. CAG:617	NA	NA	NA	0.641377368262288	NA	0.559980127036186	0.876969743081033
Levilactobacillus brevis	NA	NA	NA	0.641377368262288	NA	0.559980127036186	0.876969743081033
Vagococcus teuberi	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Sharpea azabuensis	NA	NA	NA	0.86684914802683	NA	NA	0.876969743081033
Pediococcus pentosaceus	NA	NA	NA	0.98333227818905	NA	NA	0.876969743081033
Escherichia albertii	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Actinomyces sp. oral taxon 897	NA	NA	NA	0.882381216464036	0.558035279812146	0.559980127036186	0.466322429284367
Pauljensenia hongkongensis	NA	NA	NA	0.641377368262288	NA	0.643996539892511	0.499309620713591
Lactobacillus kefiranofaciens	NA	NA	NA	0.882381216464036	NA	NA	0.876969743081033
Aeromonas hydrophila	NA	NA	NA	0.641377368262288	0.558035279812146	0.474983207657439	0.248407860830797
Aeromonas veronii	NA	NA	NA	0.641377368262288	NA	0.88202895004639	0.684947253471123
Clostridium sp. CAG:590	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Filifactor alocis	NA	NA	NA	0.641377368262288	0.558035279812146	0.474983207657439	0.21061232197632
Peptoanaerobacter stomatis	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Catonella morbi	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Treponema denticola	NA	NA	NA	0.641377368262288	NA	0.559980127036186	0.876969743081033
Tannerella forsythia	NA	NA	NA	0.641377368262288	NA	0.559980127036186	0.876969743081033
Campylobacter rectus	NA	NA	NA	0.641377368262288	0.558035279812146	0.559980127036186	0.366690659305348
Clostridium sp. CAG:678	NA	NA	NA	0.641377368262288	NA	0.88202895004639	0.590563943727094
Leuconostoc citreum	NA	NA	NA	0.641377368262288	0.558035279812146	0.88202895004639	0.853281953663282
Streptococcus sp. oral taxon 058	NA	NA	NA	0.641377368262288	NA	0.559980127036186	0.366690659305348
Streptococcus sp. NLAE-zl-C503	NA	NA	NA	0.641377368262288	0.558035279812146	0.88202895004639	0.975785521687646
Candidatus Methanomassiliicoccus intestinalis	NA	NA	NA	0.641377368262288	NA	NA	0.590563943727094
Anaerofilum sp. An201	NA	NA	NA	0.737500477531445	1	0.795880206656076	0.999188050183032
Lachnospiraceae bacterium oral taxon 096	NA	NA	NA	0.641377368262288	0.889924238039956	0.489195147207015	0.590563943727094
Streptococcus sp. HMSC067H01	NA	NA	NA	0.641377368262288	0.558035279812146	0.830415137315231	0.499309620713591
Lactococcus piscium	NA	NA	NA	0.641377368262288	NA	NA	0.366690659305348
Anaerococcus lactolyticus	NA	NA	NA	0.641377368262288	NA	0.643996539892511	0.499309620713591
Peptoniphilus harei	NA	NA	NA	0.641377368262288	0.558035279812146	0.8363537024594	0.900410078659027
Anaerostipes caccae	NA	NA	NA	0.641377368262288	0.809422938283837	0.92133261143042	0.590563943727094
Lactobacillus ultunensis	NA	NA	NA	0.641377368262288	NA	NA	0.499309620713591
Staphylococcus xylosus	NA	NA	NA	0.641377368262288	NA	NA	0.499309620713591
Pediococcus acidilactici	NA	NA	NA	0.641377368262288	0.558035279812146	0.88202895004639	0.49010897993169
Pseudomonas lundensis	NA	NA	NA	0.641377368262288	NA	NA	0.499309620713591
Clostridium sp. D5	NA	NA	NA	0.641377368262288	0.558035279812146	0.976908311890725	0.680147782605685
Dellaglioa algida	NA	NA	NA	0.641377368262288	NA	0.643996539892511	0.876969743081033
Brachyspira sp. CAG:700	NA	NA	NA	NA	0.558035279812146	0.832307714809248	0.900410078659027
Stenotrophomonas maltophilia	NA	NA	NA	NA	0.558035279812146	0.643996539892511	0.499309620713591
Aggregatibacter sp. oral taxon 458	NA	NA	NA	NA	0.753961165751996	0.899927434452019	0.975785521687646
Haemophilus haemolyticus	NA	NA	NA	NA	0.428212970793485	0.559980127036186	0.184962333767235
Lachnoanaerobaculum saburreum	NA	NA	NA	NA	0.558035279812146	0.109640170254074	0.0254420012918553
Streptococcus pseudopneumoniae	NA	NA	NA	NA	0.558035279812146	0.88202895004639	0.691501072669539
Paraclostridium bifermentans	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.366690659305348
Streptococcus sp. HMSC071D03	NA	NA	NA	NA	0.558035279812146	0.88202895004639	0.876969743081033
Prevotella pallens	NA	NA	NA	NA	0.802544263728756	0.322140950996579	0.265070812721722
Megasphaera stantonii	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.465468145188558
Streptococcus sp. M334	NA	NA	NA	NA	1	0.566677113383762	0.590563943727094
Helicobacter cinaedi	NA	NA	NA	NA	1	0.582637189685672	0.590563943727094
Fusobacterium sp. oral taxon 370	NA	NA	NA	NA	0.558035279812146	0.146995755161576	0.0458441627774622
Aeromonas dhakensis	NA	NA	NA	NA	0.558035279812146	0.474983207657439	0.320975631560105
Selenomonas sp. oral taxon 920	NA	NA	NA	NA	0.558035279812146	0.643996539892511	0.499309620713591
Erysipelothrix larvae	NA	NA	NA	NA	0.558035279812146	0.474983207657439	0.239593029256991
Moraxella catarrhalis	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.465468145188558
Gemmiger sp. An87	NA	NA	NA	NA	0.528766003081966	0.790871376600627	0.505801781486871
Aeromonas allosaccharophila	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.366690659305348
Porphyromonas gingivalis	NA	NA	NA	NA	0.558035279812146	0.840989040045493	0.590563943727094
Bacteroides heparinolyticus	NA	NA	NA	NA	0.558035279812146	0.88202895004639	0.684947253471123
Prevotella jejuni	NA	NA	NA	NA	0.558035279812146	0.92014530004059	0.900410078659027
Prevotella salivae	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.590563943727094
Kluyvera cryocrescens	NA	NA	NA	NA	1	0.643996539892511	0.590563943727094
Terrisporobacter othiniensis	NA	NA	NA	NA	0.558035279812146	0.474983207657439	0.141940913244305
Leptotrichia wadei	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.366690659305348
Citrobacter sp. MGH106	NA	NA	NA	NA	0.558035279812146	0.643996539892511	0.49026101677015
Serratia liquefaciens	NA	NA	NA	NA	0.558035279812146	0.88202895004639	0.590563943727094
Prevotella oulorum	NA	NA	NA	NA	0.558035279812146	0.643996539892511	0.49010897993169
Selenomonas flueggei	NA	NA	NA	NA	0.558035279812146	0.474983207657439	0.141940913244305
Eikenella halliae	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.366690659305348
Leptotrichia hofstadii	NA	NA	NA	NA	0.558035279812146	0.88202895004639	0.590563943727094
Kluyvera ascorbata	NA	NA	NA	NA	0.558035279812146	0.22800118456355	0.0947609572847069
Klebsiella grimontii	NA	NA	NA	NA	0.558035279812146	0.643996539892511	0.499309620713591
Aliarcobacter butzleri	NA	NA	NA	NA	0.558035279812146	0.88202895004639	0.876969743081033
Bacteroides stercorirosoris	NA	NA	NA	NA	0.558035279812146	0.875594527293932	0.975785521687646
Bacteroides oleiciplenus	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.378771074661476
Cronobacter sakazakii	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.366690659305348
Lactobacillus iners	NA	NA	NA	NA	1	0.643996539892511	0.680147782605685
Sneathia vaginalis	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.366690659305348
Streptococcus downei	NA	NA	NA	NA	0.558035279812146	0.702624204124392	0.590563943727094
Treponema vincentii	NA	NA	NA	NA	0.558035279812146	0.643996539892511	0.499309620713591
Treponema socranskii	NA	NA	NA	NA	0.558035279812146	0.643996539892511	0.499309620713591
Leptotrichia sp. oral taxon 212	NA	NA	NA	NA	0.558035279812146	0.643996539892511	0.499309620713591
Veillonella denticariosi	NA	NA	NA	NA	0.558035279812146	0.735712665186963	0.590563943727094
Serratia marcescens	NA	NA	NA	NA	0.558035279812146	0.954270355701416	0.900410078659027
Eggerthia catenaformis	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.465468145188558
Synergistes jonesii	NA	NA	NA	NA	1	0.88202895004639	0.853281953663282
Bacteroidales bacterium KA00251	NA	NA	NA	NA	0.558035279812146	NA	0.590563943727094
Clostridium neonatale	NA	NA	NA	NA	0.558035279812146	0.322140950996579	0.100539818654873
Enterococcus asini	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.366690659305348
Dysgonomonas sp. 37-18	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.366690659305348
Dysgonomonas gadei	NA	NA	NA	NA	0.558035279812146	0.474983207657439	0.248407860830797
Enterococcus canis	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.366690659305348
Clostridium sp. 7_2_43FAA	NA	NA	NA	NA	0.558035279812146	0.643996539892511	0.499309620713591
Enterococcus dispar	NA	NA	NA	NA	0.558035279812146	0.88202895004639	0.590563943727094
Lautropia mirabilis	NA	NA	NA	NA	0.558035279812146	0.643996539892511	0.490182573961599
Tyzzerella sp. An114	NA	NA	NA	NA	0.558035279812146	0.983841760173555	0.80703957506377
Phocaeicola sartorii	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.465468145188558
Prevotella amnii	NA	NA	NA	NA	0.558035279812146	0.559980127036186	0.465468145188558
Streptococcus sp. oral taxon 056	NA	NA	NA	NA	0.558035279812146	0.875594527293932	0.590563943727094
Cardiobacterium valvarum	NA	NA	NA	NA	0.558035279812146	0.88202895004639	0.590563943727094
Clostridium butyricum	NA	NA	NA	NA	NA	0.88202895004639	0.876969743081033
Stenotrophomonas rhizophila	NA	NA	NA	NA	NA	0.643996539892511	0.590563943727094
Kosakonia cowanii	NA	NA	NA	NA	NA	0.559980127036186	0.499309620713591
Meiothermus silvanus	NA	NA	NA	NA	NA	0.88202895004639	0.876969743081033
Thermus scotoductus	NA	NA	NA	NA	NA	0.88202895004639	0.876969743081033
Streptococcus pneumoniae	NA	NA	NA	NA	NA	0.875594527293932	0.853281953663282
Schaalia georgiae	NA	NA	NA	NA	NA	0.643996539892511	0.590563943727094
Oribacterium asaccharolyticum	NA	NA	NA	NA	NA	0.572371910370432	0.50593571784924
Schaalia meyeri	NA	NA	NA	NA	NA	0.643996539892511	0.590563943727094
Enterococcus raffinosus	NA	NA	NA	NA	NA	0.643996539892511	0.590563943727094
[Butyribacterium] methylotrophicum	NA	NA	NA	NA	NA	0.8363537024594	0.801488537068812
Clostridium sp. chh4-2	NA	NA	NA	NA	NA	0.474983207657439	0.366690659305348
Selenomonas sp. oral taxon 126	NA	NA	NA	NA	NA	0.474983207657439	0.366690659305348
Paeniclostridium sordellii	NA	NA	NA	NA	NA	0.88202895004639	0.876969743081033
Criibacterium bergeronii	NA	NA	NA	NA	NA	0.643996539892511	0.590563943727094
Campylobacter hominis	NA	NA	NA	NA	NA	0.88202895004639	0.876969743081033
Streptococcus sp. SK643	NA	NA	NA	NA	NA	0.643996539892511	0.590563943727094
Eubacterium sp. An11	NA	NA	NA	NA	NA	0.643996539892511	0.590563943727094
Neisseria perflava	NA	NA	NA	NA	NA	0.347526176922941	0.248407860830797
